Version,3.0.0,,,,,,,,,
setCompID,setID,setType,partID,label,enumeration,status,firstReleased,lastUpdated,changes,notes
dedupSet_fastUniq,dedupSet,mmaSets,fastUniq,FastUniq,5,active,2.3.0,2.3.0,,
dedupSet_bwaMEM,dedupSet,mmaSets,bwaMEM,BWA-MEM with Duplicate Marking,6,active,2.3.0,2.3.0,,
dedupSet_umiTools,dedupSet,mmaSets,umiTools,UMI-tools,7,active,2.3.0,2.3.0,,
dedupSet_bamUtil,dedupSet,mmaSets,bamUtil,bamUtil Dedup,8,active,2.3.0,2.3.0,,
dedupSet_seqKitRmdup,dedupSet,mmaSets,seqKitRmdup,SeqKit rmdup,9,active,2.3.0,2.3.0,,
dedupSet_mitoZ,dedupSet,mmaSets,mitoZ,MitoZ Deduplication,10,active,2.3.0,2.3.0,,
dehostSet_kraken2,dehostSet,mmaSets,kraken2,Kraken2,1,active,2.3.0,2.3.0,,
dehostSet_bowtie2,dehostSet,mmaSets,bowtie2,Bowtie2,2,active,2.3.0,2.3.0,,
dehostSet_bmtagger,dehostSet,mmaSets,bmtagger,BMTagger,3,active,2.3.0,2.3.0,,
dehostSet_deconSeq,dehostSet,mmaSets,deconSeq,DeconSeq,4,active,2.3.0,2.3.0,,
dehostSet_bbmapReform,dehostSet,mmaSets,bbmapReform,BBMap Reformat,5,active,2.3.0,2.3.0,,
dehostSet_fastqScreen,dehostSet,mmaSets,fastqScreen,FASTQ Screen,6,active,2.3.0,2.3.0,,
dehostSet_metaPhIAn,dehostSet,mmaSets,metaPhIAn,MetaPhlAn Software,7,active,2.3.0,2.3.0,,
dehostSet_bwaHost,dehostSet,mmaSets,bwaHost,BWA for Host Filtering,8,active,2.3.0,2.3.0,,
dehostSet_bowtie2XSam,dehostSet,mmaSets,bowtie2XSam,Host Subtraction with Bowtie2 & SAMtools,9,active,2.3.0,2.3.0,,
dehostSet_clark,dehostSet,mmaSets,clark,CLARK,10,active,2.3.0,2.3.0,,
dictionaryRefTableSet_parts,dictionaryRefTableSet,dictSets,parts,Parts Look-up table,1,active,2.0.0,2.0.0,,
dictionaryRefTableSet_sets,dictionaryRefTableSet,dictSets,sets,Sets look-up table,2,active,2.0.0,2.0.0,,
dictionaryRefTableSet_languages,dictionaryRefTableSet,dictSets,languages,Language Look-up table,3,active,2.0.0,2.0.0,,
dictionaryRefTableSet_countries,dictionaryRefTableSet,dictSets,countries,Countries look-up tables,4,active,2.1.0,2.1.0,,
dictionaryRefTableSet_zones,dictionaryRefTableSet,dictSets,zones,Zones look-up table,5,active,2.1.0,2.1.0,,
dictionaryRefTableSet_translations,dictionaryRefTableSet,dictSets,translations,Translation look-up table,6,active,2.0.0,2.0.0,,
dissGasUnitSet_mgL,dissGasUnitSet,unitSets,mgL,Milligrams per litre,1,active,2.0.0,2.0.0,,
dissGasUnitSet_ppm,dissGasUnitSet,unitSets,ppm,parts per million,2,active,2.0.0,2.0.0,,
dissGasUnitSet_hUn,dissGasUnitSet,unitSets,hUn,See Header for Unit,3,active,3.0.0,3.0.0,,
electricPotentSet_mVolt,electricPotentSet,unitSets,mVolt,MilliVolt,1,active,3.0.0,3.0.0,,
electricPotentSet_hUn,electricPotentSet,unitSets,hUn,See Header for Unit,2,active,3.0.0,3.0.0,,
erdTableSet_addresses,erdTableSet,dictSets,addresses,Address table,1,active,2.0.0,2.0.0,,
erdTableSet_contacts,erdTableSet,dictSets,contacts,Contact table,2,active,2.0.0,2.0.0,,
erdTableSet_datasets,erdTableSet,dictSets,datasets,Dataset table,3,active,2.0.0,2.0.0,,
erdTableSet_instruments,erdTableSet,dictSets,instruments,Instrument table,4,active,2.0.0,2.0.0,,
erdTableSet_languages,erdTableSet,dictSets,languages,Language Look-up table,5,active,2.0.0,2.0.0,,
erdTableSet_measures,erdTableSet,dictSets,measures,Measure report table,6,active,2.0.0,2.0.0,,
erdTableSet_measureSets,erdTableSet,dictSets,measureSets,Measure set report table,7,active,2.0.0,2.0.0,,
erdTableSet_organizations,erdTableSet,dictSets,organizations,Organization table,8,active,2.0.0,2.0.0,,
erdTableSet_parts,erdTableSet,dictSets,parts,Parts Look-up table,9,active,2.0.0,2.0.0,,
erdTableSet_polygons,erdTableSet,dictSets,polygons,Polygon table,10,active,2.0.0,2.0.0,,
erdTableSet_protocolRelationships,erdTableSet,dictSets,protocolRelationships,Protocol relationships table,11,active,2.0.0,2.0.0,,
erdTableSet_protocols,erdTableSet,dictSets,protocols,Protocols table,12,active,2.0.0,2.0.0,,
erdTableSet_protocolSteps,erdTableSet,dictSets,protocolSteps,Protocol steps table,13,active,2.0.0,2.0.0,,
erdTableSet_qualityReports,erdTableSet,dictSets,qualityReports,Quality reports table,14,active,2.0.0,2.0.0,,
erdTableSet_reportersDep,erdTableSet,dictSets,reportersDep,Reporter table depreciated,15,active,2.0.0,2.0.0,,
erdTableSet_sampleRelationships,erdTableSet,dictSets,sampleRelationships,Sample relationships table,16,active,2.0.0,2.0.0,,
erdTableSet_samples,erdTableSet,dictSets,samples,Sample report table,17,active,2.0.0,2.0.0,,
erdTableSet_sets,erdTableSet,dictSets,sets,Sets look-up table,18,active,2.0.0,2.0.0,,
erdTableSet_countries,erdTableSet,dictSets,countries,Countries look-up tables,19,active,2.1.0,2.1.0,,
erdTableSet_zones,erdTableSet,dictSets,zones,Zones look-up table,20,active,2.1.0,2.1.0,,
erdTableSet_sites,erdTableSet,dictSets,sites,Sites table,21,active,2.0.0,2.0.0,,
extractSet_extract4s,extractSet,mmaSets,extract4s,4s method,1,active,2.0.0,2.0.0,,
extractSet_amiMP96,extractSet,mmaSets,amiMP96,"Amicon filter, extract with MP96",2,active,2.0.0,2.0.0,,
extractSet_bbMP96,extractSet,mmaSets,bbMP96,"Bead beating, extract with MP96",3,active,2.0.0,2.0.0,,
extractSet_chemVir,extractSet,mmaSets,chemVir,Chemagic viral dna/rna 300 kit,4,active,2.0.0,2.0.0,,
extractSet_nucAuto,extractSet,mmaSets,nucAuto,Nuclisens automated magnetic bead extraction kit,5,active,2.0.0,2.0.0,,
extractSet_nucManu,extractSet,mmaSets,nucManu,Nuclisens manual magnetic bead extraction kit,6,active,2.0.0,2.0.0,,
extractSet_phenCl,extractSet,mmaSets,phenCl,Phenol chloroform,7,active,2.0.0,2.0.0,,
extractSet_promAuto,extractSet,mmaSets,promAuto,promega automated tna kit,8,active,2.0.0,2.0.0,,
extractSet_promHt,extractSet,mmaSets,promHt,promega ht tna kit,9,active,2.0.0,2.0.0,,
extractSet_promManu,extractSet,mmaSets,promManu,promega manual tna kit,10,active,2.0.0,2.0.0,,
extractSet_promWW,extractSet,mmaSets,promWW,promega wastewater large volume tna capture kit,11,active,2.0.0,2.0.0,,
extractSet_qgDNARNA,extractSet,mmaSets,qgDNARNA,qiagen allprep dna/rna kit,12,active,2.0.0,2.0.0,,
extractSet_qgEz1,extractSet,mmaSets,qgEz1,qiagen ez1 virus mini kit v2.0,13,active,2.0.0,2.0.0,,
extractSet_qgPwrFecal,extractSet,mmaSets,qgPwrFecal,qiagen allprep powerfecal dna/rna kit,14,active,2.0.0,2.0.0,,
extractSet_qgPwrViral,extractSet,mmaSets,qgPwrViral,qiagen allprep powerviral dna/rna kit,15,active,2.0.0,2.0.0,,
extractSet_qgPwrWtr,extractSet,mmaSets,qgPwrWtr,qiagen powerwater kit,16,active,2.0.0,2.0.0,,
extractSet_qgQiAmp,extractSet,mmaSets,qgQiAmp,qiagen qiaamp buffers with epoch columns,17,active,2.0.0,2.0.0,,
extractSet_qgRneasy,extractSet,mmaSets,qgRneasy,qiagen rneasy kit,18,active,2.0.0,2.0.0,,
extractSet_qgRneasyPwr,extractSet,mmaSets,qgRneasyPwr,qiagen rneasy powermicrobiome kit,19,active,2.0.0,2.0.0,,
extractSet_resCosca,extractSet,mmaSets,resCosca,Resuspend COSCa filter collection,20,active,2.0.0,2.0.0,,
extractSet_thermMag,extractSet,mmaSets,thermMag,thermo magmax microbiome ultra nucleic acid isolation kit,21,active,2.0.0,2.0.0,,
extractSet_trizol,extractSet,mmaSets,trizol,"trizol, zymo mag beads w/ zymo clean and concentrator",22,active,2.0.0,2.0.0,,
extractSet_zymoEnv,extractSet,mmaSets,zymoEnv,zymo environ water rna kit/ zymo environ water rna kit (cat. r2042),23,active,2.0.0,2.0.0,,
extractSet_zymoQuick,extractSet,mmaSets,zymoQuick,zymo quick-rna fungal/bacterial miniprep #r2014,24,active,2.0.0,2.0.0,,
extractSet_esp,extractSet,mmaSets,esp,exclusions based sample preparation (ESP),25,active,2.2.0,2.2.0,,
extractSet_luminWWExtract,extractSet,mmaSets,luminWWExtract,luminultra wastewater extraction kit,26,active,2.2.0,2.2.0,,
extractSet_monarchRNA,extractSet,mmaSets,monarchRNA,monarch total RNA miniprep kit (new england biolabs) + onestep PCR inhibitor removal kit (zymo),27,active,2.2.0,2.2.0,,
extractSet_nucKingfish,extractSet,mmaSets,nucKingfish,nucleomag (ref. 744220.4) using kingfisher automated instrument,28,active,2.2.0,2.2.0,,
extractSet_qiAllprep,extractSet,mmaSets,qiAllprep,qiagen allprep dna/rna kit,29,active,2.2.0,2.2.0,,
extractSet_qiampDSP,extractSet,mmaSets,qiampDSP,qiagen qiaamp dsp viral rna mini kit,30,active,2.2.0,2.2.0,,
extractSet_sciencellRNA,extractSet,mmaSets,sciencellRNA,sciencell viral rna isolation kit,31,active,2.2.0,2.2.0,,
extractSet_thermMagmax,extractSet,mmaSets,thermMagmax,thermo magmax viral/pathogen nucleic acid isolation kit,32,active,2.2.0,2.2.0,,
extractSet_trizolRNA,extractSet,mmaSets,trizolRNA,trizol and RNA purification kit,33,active,2.2.0,2.2.0,,
extractSet_trizolEtOH,extractSet,mmaSets,trizolEtOH,"trizol, garnet bead beating, alcohol precipitation",34,active,2.2.0,2.2.0,,
extractSet_zymo1041,extractSet,mmaSets,zymo1041,zymo quick-rna viral 96 kit #r1041,35,active,2.2.0,2.2.0,,
extractSet_zymo1035,extractSet,mmaSets,zymo1035,zymo quick-rna viral kit #r1035,36,active,2.2.0,2.2.0,,
flowUnitSet_kgS,flowUnitSet,unitSets,kgS,Kilogram per second,1,active,2.0.0,2.0.0,,
flowUnitSet_m3D,flowUnitSet,unitSets,m3D,Cubic metres per day,3,active,2.0.0,2.0.0,,
flowUnitSet_m3H,flowUnitSet,unitSets,m3H,Cubic metres per hour,4,active,2.0.0,2.0.0,,
flowUnitSet_m3S,flowUnitSet,unitSets,m3S,Cubic metres per second,5,active,2.0.0,2.0.0,,
flowUnitSet_mgd,flowUnitSet,unitSets,mgd,Millions of gallons per day (MG/D),6,active,2.0.0,2.0.0,,
flowUnitSet_mld,flowUnitSet,unitSets,mld,Megalitres per day (ML/d),7,active,2.0.0,2.0.0,,
flowUnitSet_lday,flowUnitSet,unitSets,lday,Litres per day,8,active,3.0.0,3.0.0,,
flowUnitSet_lhour,flowUnitSet,unitSets,lhour,Liter per hour,9,active,3.0.0,3.0.0,,
flowUnitSet_lmin,flowUnitSet,unitSets,lmin,Liter per minute,10,active,3.0.0,3.0.0,,
flowUnitSet_lsec,flowUnitSet,unitSets,lsec,Liter per second,11,active,3.0.0,3.0.0,,
flowUnitSet_m3min,flowUnitSet,unitSets,m3min,Cubic meter per minute,12,active,3.0.0,3.0.0,,
flowUnitSet_hUn,flowUnitSet,unitSets,hUn,See Header for Unit,13,active,3.0.0,3.0.0,,
fractionSet_liq,fractionSet,mmaSets,liq,Liquid fraction,1,active,1.0.0,2.0.0,,
fractionSet_mix,fractionSet,mmaSets,mix,Mixed/homogenized sample,2,active,1.0.0,2.0.0,,
fractionSet_sol,fractionSet,mmaSets,sol,Solid fraction (general),3,active,1.0.0,2.0.0,,
fractionSet_NA,fractionSet,mmaSets,NA,Not applicable,4,active,2.0.0,2.0.0,,
fractionSet_solWet,fractionSet,mmaSets,solWet,Solid fraction (Wet),5,active,2.3.0,2.3.0,,
fractionSet_solDry,fractionSet,mmaSets,solDry,Solid Fraction (Dry),6,active,2.3.0,2.3.0,,
fractionSet_mul,fractionSet,mmaSets,mul,Multiple fraction,7,active,3.0.0,3.0.0,,
fullDictionarySheetSet_addresses,fullDictionarySheetSet,dictSets,addresses,Address table,1,active,2.0.0,2.0.0,,
fullDictionarySheetSet_contacts,fullDictionarySheetSet,dictSets,contacts,Contact table,2,active,2.0.0,2.0.0,,
fullDictionarySheetSet_datasets,fullDictionarySheetSet,dictSets,datasets,Dataset table,3,active,2.0.0,2.0.0,,
fullDictionarySheetSet_instruments,fullDictionarySheetSet,dictSets,instruments,Instrument table,4,active,2.0.0,2.0.0,,
fullDictionarySheetSet_languages,fullDictionarySheetSet,dictSets,languages,Language Look-up table,5,active,2.0.0,2.0.0,,
fullDictionarySheetSet_measures,fullDictionarySheetSet,dictSets,measures,Measure report table,6,active,2.0.0,2.0.0,,
fullDictionarySheetSet_measureSets,fullDictionarySheetSet,dictSets,measureSets,Measure set report table,7,active,2.0.0,2.0.0,,
fullDictionarySheetSet_organizations,fullDictionarySheetSet,dictSets,organizations,Organization table,8,active,2.0.0,2.0.0,,
fullDictionarySheetSet_parts,fullDictionarySheetSet,dictSets,parts,Parts Look-up table,9,active,2.0.0,2.0.0,,
fullDictionarySheetSet_polygons,fullDictionarySheetSet,dictSets,polygons,Polygon table,10,active,2.0.0,2.0.0,,
fullDictionarySheetSet_protocolRelationships,fullDictionarySheetSet,dictSets,protocolRelationships,Protocol relationships table,11,active,2.0.0,2.0.0,,
fullDictionarySheetSet_protocols,fullDictionarySheetSet,dictSets,protocols,Protocols table,12,active,2.0.0,2.0.0,,
fullDictionarySheetSet_protocolSteps,fullDictionarySheetSet,dictSets,protocolSteps,Protocol steps table,13,active,2.0.0,2.0.0,,
fullDictionarySheetSet_qualityReports,fullDictionarySheetSet,dictSets,qualityReports,Quality reports table,14,active,2.0.0,2.0.0,,
fullDictionarySheetSet_sampleRelationships,fullDictionarySheetSet,dictSets,sampleRelationships,Sample relationships table,15,active,2.0.0,2.0.0,,
fullDictionarySheetSet_samples,fullDictionarySheetSet,dictSets,samples,Sample report table,16,active,2.0.0,2.0.0,,
fullDictionarySheetSet_sets,fullDictionarySheetSet,dictSets,sets,Sets look-up table,17,active,2.0.0,2.0.0,,
fullDictionarySheetSet_sites,fullDictionarySheetSet,dictSets,sites,Sites table,18,active,2.0.0,2.0.0,,
fullDictionarySheetSet_translations,fullDictionarySheetSet,dictSets,translations,Translation look-up table,19,active,2.0.0,2.0.0,,
fullDictionarySheetSet_summary,fullDictionarySheetSet,dictSets,summary,Summary worksheet,20,active,2.0.0,2.0.0,,
fullDictionarySheetSet_lists,fullDictionarySheetSet,dictSets,lists,List worksheet,21,active,2.0.0,2.0.0,,
fullDictionarySheetSet_countries,fullDictionarySheetSet,dictSets,countries,Countries look-up tables,22,active,2.1.0,2.1.0,,
fullDictionarySheetSet_zones,fullDictionarySheetSet,dictSets,zones,Zones look-up table,23,active,2.1.0,2.1.0,,
fullDictionarySheetSet_wideNames,fullDictionarySheetSet,dictSets,wideNames,Wide name table,24,active,2.0.0,2.0.0,,
geneticUnitSet_boc,geneticUnitSet,unitSets,boc,Breadth of coverage (>=5x depth),1,active,2.0.0,2.0.0,,
geneticUnitSet_doc,geneticUnitSet,unitSets,doc,Depth of coverage,2,active,2.0.0,2.0.0,,
geneticUnitSet_det,geneticUnitSet,unitSets,det,Detected,3,active,2.0.0,2.0.0,,
geneticUnitSet_gcL,geneticUnitSet,unitSets,gcL,Gene copies per L,4,active,2.0.0,2.0.0,,
geneticUnitSet_prop,geneticUnitSet,unitSets,prop,Proportion of total,5,active,2.0.0,2.0.0,,
geneticUnitSet_propV,geneticUnitSet,unitSets,propV,Proportion of variant in sample,6,active,2.0.0,2.0.0,,
geneticUnitSet_gcCrA,geneticUnitSet,unitSets,gcCrA,Gene copies per copy of crAssphage,7,active,2.0.0,2.0.0,,
geneticUnitSet_gcDay100K,geneticUnitSet,unitSets,gcDay100K,"gene copies per day per 100,000 people",8,active,2.0.0,3.0.0,updated partID,
geneticUnitSet_gCGS,geneticUnitSet,unitSets,gCGS,Gene copies per gram solids,9,active,2.0.0,2.0.0,,
geneticUnitSet_gcMl,geneticUnitSet,unitSets,gcMl,Gene copies per mL,10,active,2.0.0,2.0.0,,
geneticUnitSet_gcPpmov,geneticUnitSet,unitSets,gcPpmov,Gene copies per PMMoV copy,11,active,2.0.0,2.0.0,,
geneticUnitSet_gc,geneticUnitSet,unitSets,gc,Gene copies,12,active,2.0.0,2.0.0,,
geneticUnitSet_ct,geneticUnitSet,unitSets,ct,Cycle threshold or quantification cycle (Ct or Cq),13,active,2.0.0,2.0.0,,
geneticUnitSet_slope,geneticUnitSet,unitSets,slope,slope,14,active,2.0.0,2.0.0,,
geneticUnitSet_inter,geneticUnitSet,unitSets,inter,Intercept,15,active,2.0.0,2.0.0,,
geneticUnitSet_efficient,geneticUnitSet,unitSets,efficient,Efficiency,16,active,2.0.0,2.0.0,,
geneticUnitSet_r2,geneticUnitSet,unitSets,r2,R squared,17,active,2.0.0,2.0.0,,
geneticUnitSet_ctcq,geneticUnitSet,unitSets,ctcq,Cycle threshold per quantification cycle,18,active,3.0.0,3.0.0,,
geneticUnitSet_gcDay,geneticUnitSet,unitSets,gcDay,Gene copies per day,19,active,3.0.0,3.0.0,,
geneticUnitSet_gcMl100k,geneticUnitSet,unitSets,gcMl100k,"Gene copies per millilitre per 100,000 people",20,active,3.0.0,3.0.0,,
geneticUnitSet_log10cpG,geneticUnitSet,unitSets,log10cpG,log10 gene copies per g,21,active,3.0.0,3.0.0,,
geneticUnitSet_log10cpL,geneticUnitSet,unitSets,log10cpL,log10 gene copies per L,22,active,3.0.0,3.0.0,,
geneticUnitSet_log10cpml,geneticUnitSet,unitSets,log10cpml,log10 gene copies per mL,23,active,3.0.0,3.0.0,,
geneticUnitSet_log10gc100mL,geneticUnitSet,unitSets,log10gc100mL,Log10 gene copies per 100 milliliter,24,active,3.0.0,3.0.0,,
geneticUnitSet_log10gcngDNA,geneticUnitSet,unitSets,log10gcngDNA,Log10 gene copies per nanogram total DNA,25,active,3.0.0,3.0.0,,
geneticUnitSet_log10ugG,geneticUnitSet,unitSets,log10ugG,log10 micrograms per g,26,active,3.0.0,3.0.0,,
geneticUnitSet_log10ugL,geneticUnitSet,unitSets,log10ugL,log10 micrograms per L,27,active,3.0.0,3.0.0,,
geneticUnitSet_pcrCycles,geneticUnitSet,unitSets,pcrCycles,PCR Quanitification Cycles,28,active,3.0.0,3.0.0,,
geneticUnitSet_hUn,geneticUnitSet,unitSets,hUn,See Header for Unit,29,active,3.0.0,3.0.0,,
genMissingnessSet_restrict,genMissingnessSet,missingnessSets,restrict,Restricted data,0,active,2.3.0,2.3.0,,
genMissingnessSet_null,genMissingnessSet,missingnessSets,null,Null,555,active,2.0.0,2.0.0,,
genMissingnessSet_undisc,genMissingnessSet,missingnessSets,undisc,Undisclosed or Not Provided,666,active,2.0.0,2.0.0,,
genMissingnessSet_nr,genMissingnessSet,missingnessSets,nr,Not reported,777,active,2.0.0,2.0.0,,
genMissingnessSet_nan,genMissingnessSet,missingnessSets,nan,Not a number,888,active,2.0.0,2.0.0,,
genMissingnessSet_NA,genMissingnessSet,missingnessSets,NA,Not applicable,999,active,2.0.0,2.0.0,,
genMissingnessSet_miss,genMissingnessSet,missingnessSets,miss,Missing data,444,active,3.0.0,3.0.0,,
genMissingnessSet_dnc,genMissingnessSet,missingnessSets,dnc,Data Not Collected,333,active,3.0.0,3.0.0,,
genQualitySet_noConcern,genQualitySet,qualityIndSets,noConcern,No quality concerns,1,active,2.0.0,2.0.0,,
genQualitySet_qf1,genQualitySet,qualityIndSets,qf1,Quality concerns,2,active,2.0.0,2.0.0,,
genQualitySet_mI,genQualitySet,qualityIndSets,mI,Multiple issues,3,active,2.0.0,2.0.0,,
geoTypeSet_hlthReg,geoTypeSet,mmaSets,hlthReg,Sewer Network Health Region,1,active,1.0.0,2.0.0,,
geoTypeSet_swrSet,geoTypeSet,mmaSets,swrSet,Sewer catchment area,2,active,1.0.0,2.0.0,,
gteSet_hySel,gteSet,mmaSets,hySel,Hybrid Selection Method,1,active,2.3.0,2.3.0,,
gteSet_rnaDepl,gteSet,mmaSets,rnaDepl,rRNA Depletion Method,2,active,2.3.0,2.3.0,,
humanCompartmentSet_hum,humanCompartmentSet,compartmentSets,hum,Human compartment,1,active,2.0.0,2.0.0,,
inhibitionSet_serialDilution,inhibitionSet,mmaSets,serialDilution,Serial dilution,1,active,2.0.0,2.0.0,,
inhibitionSet_spike,inhibitionSet,mmaSets,spike,Spike matrix and recovery,2,active,2.0.0,2.0.0,,
insTypeSet_aas,insTypeSet,mmaSets,aas,Atline Analyzer,1,active,1.0.0,2.0.0,,
insTypeSet_hma,insTypeSet,mmaSets,hma,Hand Measurement,2,active,1.0.0,2.0.0,,
insTypeSet_instrumentTypeOther,insTypeSet,mmaSets,instrumentTypeOther,Other instrument,3,active,1.0.0,2.0.0,,
insTypeSet_ola,insTypeSet,mmaSets,ola,Lab Analysis,4,active,1.0.0,2.0.0,,
insTypeSet_onse,insTypeSet,mmaSets,onse,Online Sensor,5,active,1.0.0,2.0.0,,
insTypeSet_qPCRinst,insTypeSet,mmaSets,qPCRinst,qPCR instruments (quantitative PCR),6,active,3.0.0,3.0.0,,
insTypeSet_rtqPCRinst,insTypeSet,mmaSets,rtqPCRinst,RT-qPCR intruments,7,active,3.0.0,3.0.0,,
insTypeSet_dPCRinst,insTypeSet,mmaSets,dPCRinst,Digital PCR (dPCR) intruments,8,active,3.0.0,3.0.0,,
insTypeSet_thermCyc,insTypeSet,mmaSets,thermCyc,Thermal cyclers,9,active,3.0.0,3.0.0,,
insTypeSet_ngsInst,insTypeSet,mmaSets,ngsInst,Next-Generation Sequencing (NGS) platforms or intruments,10,active,3.0.0,3.0.0,,
insTypeSet_libPrepInst,insTypeSet,mmaSets,libPrepInst,Library preparation instruments,11,active,3.0.0,3.0.0,,
insTypeSet_bioanalys,insTypeSet,mmaSets,bioanalys,Fragment analyzers or bioanalyzers,12,active,3.0.0,3.0.0,,
insTypeSet_spectroFluoro,insTypeSet,mmaSets,spectroFluoro,Spectrophotometers or fluorometers,13,active,3.0.0,3.0.0,,
insTypeSet_centriInst,insTypeSet,mmaSets,centriInst,Centrifuges,14,active,3.0.0,3.0.0,,
insTypeSet_filtInst,insTypeSet,mmaSets,filtInst,Filtration units,15,active,3.0.0,3.0.0,,
insTypeSet_ultraCentInst,insTypeSet,mmaSets,ultraCentInst,Ultracentrifuges,16,active,3.0.0,3.0.0,,
insTypeSet_magInst,insTypeSet,mmaSets,magInst,Magnetic separation racks,17,active,3.0.0,3.0.0,,
insTypeSet_autoInst,insTypeSet,mmaSets,autoInst,Autosamplers,18,active,3.0.0,3.0.0,,
insTypeSet_grabInst,insTypeSet,mmaSets,grabInst,Grab samplers,19,active,3.0.0,3.0.0,,
insTypeSet_flowInst,insTypeSet,mmaSets,flowInst,Flow meters,20,active,3.0.0,3.0.0,,
insTypeSet_enviroInst,insTypeSet,mmaSets,enviroInst,Temperature and pH probes,21,active,3.0.0,3.0.0,,
libraryKitSet_nexteraXT,libraryKitSet,mmaSets,nexteraXT,Nextera XT DNA Library Preparation Kit,1,active,2.3.0,2.3.0,,
libraryKitSet_dnaPrep,libraryKitSet,mmaSets,dnaPrep,Nextera DNA Flex/DNA Prep Library Prep Kit,2,active,2.3.0,2.3.0,,
libraryKitSet_nebnextUltraII,libraryKitSet,mmaSets,nebnextUltraII,NEBNext Ultra II DNA Library Prep Kit,3,active,2.3.0,2.3.0,,
libraryKitSet_kapaHyperPrep,libraryKitSet,mmaSets,kapaHyperPrep,KAPA HyperPrep Kit,4,active,2.3.0,2.3.0,,
libraryKitSet_swift2STurbo,libraryKitSet,mmaSets,swift2STurbo,Swift 2S Turbo DNA Library Kit,5,active,2.3.0,2.3.0,,
libraryKitSet_qiaSeqFX,libraryKitSet,mmaSets,qiaSeqFX,QIAseq FX DNA Library Kit,6,active,2.3.0,2.3.0,,
libraryKitSet_illuminaDNAprep,libraryKitSet,mmaSets,illuminaDNAprep,Illumina DNA Prep with Enrichment,7,active,2.3.0,2.3.0,,
libraryKitSet_sureSelectXThs2,libraryKitSet,mmaSets,sureSelectXThs2,SureSelect XT HS2 DNA Library Preparation Kit,8,active,2.3.0,2.3.0,,
libraryKitSet_accelNGS2Splus,libraryKitSet,mmaSets,accelNGS2Splus,Accel-NGS 2S Plus DNA Library Kit,9,active,2.3.0,2.3.0,,
libraryKitSet_ligaseDep,libraryKitSet,mmaSets,ligaseDep,Ligase-Dependent Library Prep Kits,10,active,2.3.0,2.3.0,,
libraryKitSet_thruPLEX,libraryKitSet,mmaSets,thruPLEX,ThruPLEX DNA-seq Kit,11,active,2.3.0,2.3.0,,
libraryKitSet_mgiEasy,libraryKitSet,mmaSets,mgiEasy,MGIEasy DNA Library Prep Kit,12,active,2.3.0,2.3.0,,
libraryKitSet_truSeqDNA,libraryKitSet,mmaSets,truSeqDNA,TruSeq DNA PCR-Free Library Prep Kit,13,active,2.3.0,2.3.0,,
libraryKitSet_smarterThruPLEX,libraryKitSet,mmaSets,smarterThruPLEX,SMARTer ThruPLEX Plasma-seq Kit,14,active,2.3.0,2.3.0,,
libraryKitSet_biooSci,libraryKitSet,mmaSets,biooSci,Bioo Scientific NEXTflex Rapid DNA-Seq Kit,15,active,2.3.0,2.3.0,,
libraryKitSet_covarisTruXTRAC,libraryKitSet,mmaSets,covarisTruXTRAC,Covaris truXTRAC FFPE DNA Library Kit,16,active,2.3.0,2.3.0,,
libraryKitSet_cleanPlex,libraryKitSet,mmaSets,cleanPlex,CleanPlex DNA Library Prep Kit,17,active,2.3.0,2.3.0,,
libraryKitSet_easySeqNGS,libraryKitSet,mmaSets,easySeqNGS,EasySeq NGS Targeted Capture Kit,18,active,2.3.0,2.3.0,,
libraryKitSet_apolloPrepX,libraryKitSet,mmaSets,apolloPrepX,Apollo PrepX Library Preparation Kits,19,active,2.3.0,2.3.0,,
licSet_afl30,licSet,mmaSets,afl30,Academic Free License v3.0,1,active,2.2.0,2.2.0,,
licSet_apache20,licSet,mmaSets,apache20,Apache license 2.0,2,active,2.2.0,2.2.0,,
licSet_artistic20,licSet,mmaSets,artistic20,Artistic license 2.0,3,active,2.2.0,2.2.0,,
licSet_bsl10,licSet,mmaSets,bsl10,Boost Software License 1.0,4,active,2.2.0,2.2.0,,
licSet_bsd2Clause,licSet,mmaSets,bsd2Clause,"BSD 2-clause ""Simplified"" license",5,active,2.2.0,2.2.0,,
licSet_bsd3Clause,licSet,mmaSets,bsd3Clause,"BSD 3-clause ""New"" or ""Revised"" license",6,active,2.2.0,2.2.0,,
licSet_bsd3ClauseClear,licSet,mmaSets,bsd3ClauseClear,BSD 3-clause Clear license,7,active,2.2.0,2.2.0,,
licSet_bsd4Clause,licSet,mmaSets,bsd4Clause,"BSD 4-clause ""Original"" or ""Old"" license",8,active,2.2.0,2.2.0,,
licSet_bsd0,licSet,mmaSets,bsd0,BSD Zero-Clause license,9,active,2.2.0,2.2.0,,
licSet_cecill21,licSet,mmaSets,cecill21,CeCILL Free Software License Agreement v2.1,10,active,2.2.0,2.2.0,,
licSet_cc010,licSet,mmaSets,cc010,Creative Commons Zero v1.0 Universal,11,active,2.2.0,2.2.0,,
licSet_ccby40,licSet,mmaSets,ccby40,Creative Commons Attribution 4.0,12,active,2.2.0,2.2.0,,
licSet_ccbysa40,licSet,mmaSets,ccbysa40,Creative Commons Attribution ShareAlike 4.0,13,active,2.2.0,2.2.0,,
licSet_wtfpl,licSet,mmaSets,wtfpl,Do What The F*ck You Want To Public License,14,active,2.2.0,2.2.0,,
