Version,3.0.0,,,,,,,,,
setCompID,setID,setType,partID,label,enumeration,status,firstReleased,lastUpdated,changes,notes
licSet_ecl20,licSet,mmaSets,ecl20,Educational Community License v2.0,15,active,2.2.0,2.2.0,,
licSet_epl10,licSet,mmaSets,epl10,Eclipse Public License 1.0,16,active,2.2.0,2.2.0,,
licSet_epl20,licSet,mmaSets,epl20,Eclipse Public License 2.0,17,active,2.2.0,2.2.0,,
licSet_eupl11,licSet,mmaSets,eupl11,European Union Public License 1.1,18,active,2.2.0,2.2.0,,
licSet_eupl12,licSet,mmaSets,eupl12,European Union Public License 1.2,19,active,2.2.0,2.2.0,,
licSet_agpl30,licSet,mmaSets,agpl30,GNU Affero General Public License v3.0,20,active,2.2.0,2.2.0,,
licSet_gfdl13,licSet,mmaSets,gfdl13,GNU Free Documentation License v1.3,21,active,2.2.0,2.2.0,,
licSet_gpl20,licSet,mmaSets,gpl20,GNU General Public License v2.0,22,active,2.2.0,2.2.0,,
licSet_gpl30,licSet,mmaSets,gpl30,GNU General Public License v3.0,23,active,2.2.0,2.2.0,,
licSet_mulanPSL20,licSet,mmaSets,mulanPSL20,"Mulan Permissive Software License, Version 2",24,active,2.2.0,2.2.0,,
licSet_lgpl21,licSet,mmaSets,lgpl21,GNU Lesser General Public License v2.1,25,active,2.2.0,2.2.0,,
licSet_lgpl30,licSet,mmaSets,lgpl30,GNU Lesser General Public License v3.0,26,active,2.2.0,2.2.0,,
licSet_isc,licSet,mmaSets,isc,ISC,27,active,2.2.0,2.2.0,,
licSet_lppl13c,licSet,mmaSets,lppl13c,LaTeX Project Public License v1.3c,28,active,2.2.0,2.2.0,,
licSet_mspl,licSet,mmaSets,mspl,Microsoft Public License,29,active,2.2.0,2.2.0,,
licSet_mit0,licSet,mmaSets,mit0,MIT No Attribution,30,active,2.2.0,2.2.0,,
licSet_mit,licSet,mmaSets,mit,MIT,31,active,2.2.0,2.2.0,,
licSet_mpl20,licSet,mmaSets,mpl20,Mozilla Public License 2.0,32,active,2.2.0,2.2.0,,
licSet_osl30,licSet,mmaSets,osl30,Open Software License 3.0,33,active,2.2.0,2.2.0,,
licSet_postgreSQL,licSet,mmaSets,postgreSQL,PostgreSQL License,34,active,2.2.0,2.2.0,,
licSet_ofl11,licSet,mmaSets,ofl11,SIL Open Font License 1.1,35,active,2.2.0,2.2.0,,
licSet_ncsa,licSet,mmaSets,ncsa,University of Illinois/NCSA Open Source License,36,active,2.2.0,2.2.0,,
licSet_unlicense,licSet,mmaSets,unlicense,The Unlicense,37,active,2.2.0,2.2.0,,
licSet_zlib,licSet,mmaSets,zlib,zLib License,38,active,2.2.0,2.2.0,,
licSet_open,licSet,mmaSets,open,Open license not otherwise described,39,active,2.2.0,2.2.0,,
licSet_private,licSet,mmaSets,private,Private data - not for disemination,40,active,2.2.0,2.2.0,,
licSet_ccbyncsa40,licSet,mmaSets,ccbyncsa40,CC BY-NC-SA 4.0 license,41,active,2.2.3,2.2.3,,
licSet_ccbync40,licSet,mmaSets,ccbync40,CC BY-NC 4.0 license,42,active,2.2.3,2.2.3,,
linearAggrSet_pmFloMean,linearAggrSet,aggregationSets,pmFloMean,PMMoV- and flow-normalized mean,1,active,2.0.0,2.0.0,,
linearAggrSet_pmmovNorm,linearAggrSet,aggregationSets,pmmovNorm,PMMoV-normalized mean,2,active,2.0.0,2.0.0,,
linearAggrSet_upperCI95,linearAggrSet,aggregationSets,upperCI95,Upper limit of a 95% confidence interval,3,active,2.0.0,2.0.0,,
linearAggrSet_sdn,linearAggrSet,aggregationSets,sdn,Normalized standard deviation,4,active,1.0.0,2.0.0,,
linearAggrSet_menr,linearAggrSet,aggregationSets,menr,Normalized arithmetic mean,5,active,1.0.0,2.0.0,,
linearAggrSet_lowerCI95,linearAggrSet,aggregationSets,lowerCI95,Lower limit of a 95% confidence interval,6,active,2.0.0,2.0.0,,
linearAggrSet_floMean,linearAggrSet,aggregationSets,floMean,Flow-normalized mean,7,active,2.0.0,2.0.0,,
linearAggrSet_maxVal,linearAggrSet,aggregationSets,maxVal,Maximum value,8,active,2.0.0,2.0.0,,
linearAggrSet_me,linearAggrSet,aggregationSets,me,Arithmetic mean,9,active,2.0.0,2.0.0,,
linearAggrSet_med,linearAggrSet,aggregationSets,med,Median,10,active,2.0.0,2.0.0,,
linearAggrSet_minVal,linearAggrSet,aggregationSets,minVal,Minimum value,11,active,2.0.0,2.0.0,,
linearAggrSet_sd,linearAggrSet,aggregationSets,sd,Standard deviation,12,active,2.0.0,2.0.0,,
linearAggrSet_sin,linearAggrSet,aggregationSets,sin,Single,13,active,2.0.0,2.0.0,,
linearAggrSet_cuCo,linearAggrSet,aggregationSets,cuCo,Cumulative count,14,active,3.0.0,3.0.0,,
linearAggrSet_daiCo,linearAggrSet,aggregationSets,daiCo,Daily count,15,active,3.0.0,3.0.0,,
linearAggrSet_epiMean,linearAggrSet,aggregationSets,epiMean,EpiWeek Mean,16,active,3.0.0,3.0.0,,
linearAggrSet_sum14,linearAggrSet,aggregationSets,sum14,Rolling sum of previous 14 days,17,active,3.0.0,3.0.0,,
linearAggrSet_total,linearAggrSet,aggregationSets,total,Total amount or count - the sum,18,active,3.0.0,3.0.0,,
linearAggrSet_stEr,linearAggrSet,aggregationSets,stEr,Standard Error,19,active,3.0.0,3.0.0,,
listSet_dataTypes,listSet,dictSets,dataTypes,Data types,1,active,2.0.0,2.0.0,,
listSet_aggregationScales,listSet,dictSets,aggregationScales,Aggregation scales,2,active,2.0.0,2.0.0,,
listSet_aggregations,listSet,dictSets,aggregations,Aggregations,3,active,2.0.0,2.0.0,,
listSet_attributes,listSet,dictSets,attributes,Attributes,4,active,2.0.0,2.0.0,,
listSet_classes,listSet,dictSets,classes,Classes,5,active,2.0.0,2.0.0,,
listSet_compartments,listSet,dictSets,compartments,Compartments,6,active,2.0.0,2.0.0,,
listSet_domains,listSet,dictSets,domains,Domains,7,active,2.0.0,2.0.0,,
listSet_groups,listSet,dictSets,groups,Groups,8,active,2.0.0,2.0.0,,
listSet_measurements,listSet,dictSets,measurements,Measures,9,active,2.0.0,2.0.0,,
listSet_methods,listSet,dictSets,methods,Methods,10,active,2.0.0,2.0.0,,
listSet_missingness,listSet,dictSets,missingness,Missingness,11,active,2.0.0,2.0.0,,
listSet_nomenclatures,listSet,dictSets,nomenclatures,Nomenclatures,12,active,2.0.0,2.0.0,,
listSet_qualityIndicators,listSet,dictSets,qualityIndicators,Quality indicators,13,active,2.0.0,2.0.0,,
listSet_specimens,listSet,dictSets,specimens,Specimens,14,active,2.0.0,2.0.0,,
listSet_tables,listSet,dictSets,tables,Tables,15,active,2.0.0,2.0.0,,
listSet_units,listSet,dictSets,units,Units,16,active,2.0.0,2.0.0,,
logAggrSet_pmFloMean,logAggrSet,aggregationSets,pmFloMean,PMMoV- and flow-normalized mean,1,active,2.0.0,2.0.0,,
logAggrSet_pmmovNorm,logAggrSet,aggregationSets,pmmovNorm,PMMoV-normalized mean,2,active,2.0.0,2.0.0,,
logAggrSet_upperCI95,logAggrSet,aggregationSets,upperCI95,Upper limit of a 95% confidence interval,3,active,2.0.0,2.0.0,,
logAggrSet_lowerCI95,logAggrSet,aggregationSets,lowerCI95,Lower limit of a 95% confidence interval,4,active,2.0.0,2.0.0,,
logAggrSet_floMean,logAggrSet,aggregationSets,floMean,Flow-normalized mean,5,active,2.0.0,2.0.0,,
logAggrSet_ngmn,logAggrSet,aggregationSets,ngmn,Normalized geometric mean,6,active,1.0.0,2.0.0,,
logAggrSet_gmn,logAggrSet,aggregationSets,gmn,Geometric mean,7,active,2.0.0,2.0.0,,
logAggrSet_maxVal,logAggrSet,aggregationSets,maxVal,Maximum value,8,active,2.0.0,2.0.0,,
logAggrSet_minVal,logAggrSet,aggregationSets,minVal,Minimum value,9,active,2.0.0,2.0.0,,
logAggrSet_sin,logAggrSet,aggregationSets,sin,Single,10,active,2.0.0,2.0.0,,
logAggrSet_stEr,logAggrSet,aggregationSets,stEr,Standard Error,11,active,3.0.0,3.0.0,,
matCharSet_stag,matCharSet,mmaSets,stag,Stagnant,20,active,2.3.0,2.3.0,,
matCharSet_slFlow,matCharSet,mmaSets,slFlow,Slow-flowing,21,active,2.3.0,2.3.0,,
matCharSet_faFlow,matCharSet,mmaSets,faFlow,Fast-flowing,22,active,2.3.0,2.3.0,,
matCharSet_liquidMat,matCharSet,mmaSets,liquidMat,Liquid,23,active,2.3.0,2.3.0,,
matCharSet_slur,matCharSet,mmaSets,slur,Slurry,24,active,2.3.0,2.3.0,,
matCharSet_contam,matCharSet,mmaSets,contam,Contamination,25,active,2.3.0,2.3.0,,
matCharSet_fecContam,matCharSet,mmaSets,fecContam,Fecal-contamination,26,active,2.3.0,2.3.0,,
matCharSet_semSol,matCharSet,mmaSets,semSol,Semi-solid,27,active,2.3.0,2.3.0,,
matCharSet_solidMat,matCharSet,mmaSets,solidMat,Solid,28,active,2.3.0,2.3.0,,
matCharSet_treat,matCharSet,mmaSets,treat,Treated,29,active,2.3.0,2.3.0,,
matCharSet_untreat,matCharSet,mmaSets,untreat,Untreated,30,active,2.3.0,2.3.0,,
measQualitySet_noConcern,measQualitySet,qualityIndSets,noConcern,No quality concerns,1,active,2.0.0,2.0.0,,
measQualitySet_qf1,measQualitySet,qualityIndSets,qf1,Quality concerns,2,active,2.0.0,2.0.0,,
measQualitySet_mI,measQualitySet,qualityIndSets,mI,Multiple issues,3,active,2.0.0,2.0.0,,
measQualitySet_flagAI,measQualitySet,qualityIndSets,flagAI,AI - Inhibition present but addressed,4,active,2.0.0,2.0.0,,
measQualitySet_flagB,measQualitySet,qualityIndSets,flagB,B - Trace levels of contamination,5,active,2.0.0,2.0.0,,
measQualitySet_expFail,measQualitySet,qualityIndSets,expFail,Experiment Failed,6,active,2.0.0,2.0.0,,
measQualitySet_flagFI,measQualitySet,qualityIndSets,flagFI,FI - Inhibition present and unaddressed,7,active,2.0.0,2.0.0,,
measQualitySet_flagJ,measQualitySet,qualityIndSets,flagJ,J - Weak signal extrapolation,8,active,2.0.0,2.0.0,,
measQualitySet_flagND,measQualitySet,qualityIndSets,flagND,ND - Non-detect,9,active,2.0.0,2.0.0,,
measQualitySet_flagUJ,measQualitySet,qualityIndSets,flagUJ,UJ - Trace signal extrapolation,11,active,2.0.0,2.0.0,,
measQualitySet_flagUQ,measQualitySet,qualityIndSets,flagUQ,UQ - Unquantifiable,12,active,2.0.0,2.0.0,,
measQualitySet_lBC,measQualitySet,qualityIndSets,lBC,Low breadth of coverage,14,active,2.0.0,2.0.0,,
measQualitySet_lDC,measQualitySet,qualityIndSets,lDC,Low depth of coverage,15,active,2.0.0,2.0.0,,
measQualitySet_noTime,measQualitySet,qualityIndSets,noTime,Sample missing time stamp,16,active,2.0.0,2.0.0,,
measQualitySet_sC,measQualitySet,qualityIndSets,sC,Sparse coverage,17,active,2.0.0,2.0.0,,
measQualitySet_wI,measQualitySet,qualityIndSets,wI,Wide 95% interval,19,active,2.0.0,2.0.0,,
measQualitySet_oor,measQualitySet,qualityIndSets,oor,Value out of range,20,active,2.0.0,2.0.0,,
measQualitySet_out,measQualitySet,qualityIndSets,out,Value is an outlier,21,active,2.0.0,2.0.0,,
measQualitySet_beLOD,measQualitySet,qualityIndSets,beLOD,Below LOD,22,active,2.2.0,2.2.0,,
measQualitySet_ntcAmp,measQualitySet,qualityIndSets,ntcAmp,NTC Amplification Detected,23,active,2.2.0,2.2.0,,
measQualitySet_belowLOQ,measQualitySet,qualityIndSets,belowLOQ,Measured levels below LOQ,24,active,3.0.0,3.0.0,,
measQualitySet_delayArriv,measQualitySet,qualityIndSets,delayArriv,Delayed Arrival or Prolonged Transit,25,active,3.0.0,3.0.0,,
methodConcSet_aloh3,methodConcSet,mmaSets,aloh3,Aloh3 precipitation,1,active,2.0.0,2.0.0,,
methodConcSet_amiconUf,methodConcSet,mmaSets,amiconUf,Amicon ultrafiltration,2,active,2.0.0,2.0.0,,
methodConcSet_beeExtractFloc,methodConcSet,mmaSets,beeExtractFloc,Beef extract flocculation,3,active,2.0.0,2.0.0,,
methodConcSet_centriconUf,methodConcSet,mmaSets,centriconUf,Centricon ultrafiltration,4,active,2.0.0,2.0.0,,
methodConcSet_ceres,methodConcSet,mmaSets,ceres,Ceres nanotrap,5,active,2.0.0,2.0.0,,
methodConcSet_hollowFiberUF,methodConcSet,mmaSets,hollowFiberUF,Hollow fiber dead end ultrafiltration,6,active,2.0.0,2.0.0,,
methodConcSet_innovaprepUF,methodConcSet,mmaSets,innovaprepUF,Innovaprep ultrafiltration,7,active,2.0.0,2.0.0,,
methodConcSet_peg,methodConcSet,mmaSets,peg,Polyethyleneglycol (PEG) precipitation,8,active,2.0.0,2.0.0,,
methodConcSet_skimMilkFloc,methodConcSet,mmaSets,skimMilkFloc,Skimmed milk flocculation,9,active,2.0.0,2.0.0,,
methodConcSet_untracent,methodConcSet,mmaSets,untracent,Ultracentrifugation,10,active,2.0.0,2.0.0,,
methodConcSet_mfAcidmgcl2,methodConcSet,mmaSets,mfAcidmgcl2,Membrane filtration with acidification and mgcl2,11,active,2.0.0,2.0.0,,
methodConcSet_mfAcidmgcl2SS,methodConcSet,mmaSets,mfAcidmgcl2SS,"Membrane filtration with acidification and mgcl2, membrane recombined with separated solids",12,active,2.0.0,2.0.0,,
methodConcSet_mfMgcl2,methodConcSet,mmaSets,mfMgcl2,Membrane filtration with addition of mgcl2,13,active,2.0.0,2.0.0,,
methodConcSet_mfMgcl2SS,methodConcSet,mmaSets,mfMgcl2SS,Membrane filtration with  mgcl2 and separated solids,14,active,2.0.0,2.0.0,,
methodConcSet_mfNoAmend,methodConcSet,mmaSets,mfNoAmend,Membrane filtration with no amendment,15,active,2.0.0,2.0.0,,
methodConcSet_mfNoAmendSS,methodConcSet,mmaSets,mfNoAmendSS,"Membrane filtration with no amendment, membrane recombined with separated solids",16,active,2.0.0,2.0.0,,
methodConcSet_mfSampleAcid,methodConcSet,mmaSets,mfSampleAcid,Membrane filtration with sample acidification,17,active,2.0.0,2.0.0,,
methodConcSet_mfSampleAcidSS,methodConcSet,mmaSets,mfSampleAcidSS,"Membrane filtration with sample acidification, membrane recombined with separated solids",18,active,2.0.0,2.0.0,,
methodConcSet_noliquid,methodConcSet,mmaSets,noliquid,"No liquid concentration, liquid recombined with separated solids",19,active,2.0.0,2.0.0,,
methodConcSet_noSep,methodConcSet,mmaSets,noSep,No Seperation or Concentration,20,active,2.2.0,2.2.0,,
methodConcSet_promegaLVTNA,methodConcSet,mmaSets,promegaLVTNA,promega wastewater large volume tna capture kit,21,active,2.2.0,2.2.0,,
methodConcSet_zymoWatRNA,methodConcSet,mmaSets,zymoWatRNA,zymo environ water rna kit/ zymo environ water rna kit (cat. r2042),22,active,2.2.0,2.2.0,,
methodConcSet_memMgCl3,methodConcSet,mmaSets,memMgCl3,membrane filtration with addition of mgcl3,23,active,2.2.0,2.2.0,,
methodConcSet_watConcBuff,methodConcSet,mmaSets,watConcBuff,water concentrating buffer (R2042-1),24,active,2.2.0,2.2.0,,
methodConcSet_floc,methodConcSet,mmaSets,floc,Flocculation,25,active,2.3.0,2.3.0,,
methodConcSet_magBead,methodConcSet,mmaSets,magBead,Magnetic nanobead binding,26,active,2.3.0,2.3.0,,
methodConcSet_prec,methodConcSet,mmaSets,prec,Precipitation (from solution),27,active,2.3.0,2.3.0,,
naAggrSet_naAggr,naAggrSet,aggregationSets,naAggr,Aggregation not applicable,1,active,2.0.0,2.0.0,,
naCompartmentSet_naCompartment,naCompartmentSet,compartmentSets,naCompartment,Compartment not applicable,1,active,2.0.0,2.0.0,,
naSpecimenSet_naSpecimen,naSpecimenSet,specimenSets,naSpecimen,Specimen not applicable,1,active,2.0.0,2.0.0,,
naUnitSet_naUnit,naUnitSet,unitSets,naUnit,Unit not applicable,1,active,2.0.0,2.0.0,,
nrNAMissingnessSet_nr,nrNAMissingnessSet,missingnessSets,nr,Not reported,777,active,2.0.0,2.0.0,,
nrNAMissingnessSet_NA,nrNAMissingnessSet,missingnessSets,NA,Not applicable,999,active,2.0.0,2.0.0,,
ogFormSet_phesODMFormV1,ogFormSet,mmaSets,phesODMFormV1,PHES-ODM Version 1 Format,1,active,2.3.0,2.3.0,,
ogFormSet_pha4geForm,ogFormSet,mmaSets,pha4geForm,PHA4GE Format,2,active,2.3.0,2.3.0,,
ogFormSet_nwssForm,ogFormSet,mmaSets,nwssForm,US-CDC NWSS Format,3,active,2.3.0,2.3.0,,
ogFormSet_ncbiForm,ogFormSet,mmaSets,ncbiForm,NCBI Format,4,active,2.3.0,2.3.0,,
ogFormSet_enaForm,ogFormSet,mmaSets,enaForm,ENA Format,5,active,2.3.0,2.3.0,,
ogFormSet_normanForm,ogFormSet,mmaSets,normanForm,Norman Format,6,active,2.3.0,2.3.0,,
ogFormSet_wSphereForm,ogFormSet,mmaSets,wSphereForm,wSphere Format,7,active,2.3.0,2.3.0,,
ogFormSet_otherForm,ogFormSet,mmaSets,otherForm,Other (or proprietary) Format,8,active,2.3.0,2.3.0,,
ogFormSet_phesODMFormV2,ogFormSet,mmaSets,phesODMFormV2,PHES-ODM Version 2 Format,9,active,3.0.0,3.0.0,,
ogFormSet_phesODMFormV3,ogFormSet,mmaSets,phesODMFormV3,PHES-ODM Version 3 Format,10,active,3.0.0,3.0.0,,
orgLevelSet_neighborLevel,orgLevelSet,mmaSets,neighborLevel,Local administrative units or neighborhoods,1,active,2.0.0,2.0.0,,
orgLevelSet_municipalLevel,orgLevelSet,mmaSets,municipalLevel,Municipalities or communes,2,active,2.0.0,2.0.0,,
orgLevelSet_stateProvLevel,orgLevelSet,mmaSets,stateProvLevel,"Departments, states, or provinces",3,active,2.0.0,2.0.0,,
orgLevelSet_admRegLevel,orgLevelSet,mmaSets,admRegLevel,Administrative regions,4,active,2.0.0,2.0.0,,
orgLevelSet_countryLevel,orgLevelSet,mmaSets,countryLevel,Countries or sovereign states,5,active,2.0.0,2.0.0,,
orgLevelSet_countyLevel,orgLevelSet,mmaSets,countyLevel,"Districts, counties, regions",6,active,2.0.0,2.0.0,,
orgSectorSet_healthAdm,orgSectorSet,mmaSets,healthAdm,Health administration or planning agency,1,active,2.0.0,2.0.0,,
orgSectorSet_fiNa,orgSectorSet,mmaSets,fiNa,First Nation,2,active,2.0.0,2.0.0,,
orgSectorSet_utilities,orgSectorSet,mmaSets,utilities,Utilities sector or organization,3,active,2.2.0,2.2.0,,
orgSectorSet_dataColl,orgSectorSet,mmaSets,dataColl,Data collection sector or organization,4,active,2.2.0,2.2.0,,
orgSectorSet_pubHealth,orgSectorSet,mmaSets,pubHealth,Public health agency,5,active,2.0.0,2.0.0,,
orgSectorSet_research,orgSectorSet,mmaSets,research,Research sector or organization,6,active,2.2.0,2.2.0,,
orgSectorSet_policy,orgSectorSet,mmaSets,policy,Policy and political sector or organization,7,active,2.2.0,2.2.0,,
orgSectorSet_wta,orgSectorSet,mmaSets,wta,Wastewater Treatment Agency,8,active,2.3.0,2.3.0,,
orgSectorSet_wtpo,orgSectorSet,mmaSets,wtpo,Wastewater Treatment Plant Operator,9,active,2.3.0,2.3.0,,
orgSectorSet_pubAuth,orgSectorSet,mmaSets,pubAuth,Public Authority,10,active,2.3.0,2.3.0,,
orgSectorSet_pubAdm,orgSectorSet,mmaSets,pubAdm,Public Administration,11,active,2.3.0,2.3.0,,
orgSectorSet_lab,orgSectorSet,mmaSets,lab,Laboratory,12,active,3.0.0,3.0.0,,
orgTypeSet_academ,orgTypeSet,mmaSets,academ,Academic institution,1,active,2.0.0,2.0.0,,
orgTypeSet_govt,orgTypeSet,mmaSets,govt,Government agency,2,active,2.0.0,2.0.0,,
orgTypeSet_priv,orgTypeSet,mmaSets,priv,Private sector,3,active,2.0.0,2.0.0,,
originSet_derived,originSet,mmaSets,derived,Derived data,1,active,2.0.0,2.0.0,,
originSet_field,originSet,mmaSets,field,Field sample,2,active,2.0.0,2.0.0,,
originSet_synthetic,originSet,mmaSets,synthetic,Synthetic sample,3,active,2.0.0,2.0.0,,
otherAggrSet_upperCI95,otherAggrSet,aggregationSets,upperCI95,Upper limit of a 95% confidence interval,1,active,2.0.0,2.0.0,,
otherAggrSet_sdn,otherAggrSet,aggregationSets,sdn,Normalized standard deviation,2,active,2.0.0,2.0.0,,
otherAggrSet_menr,otherAggrSet,aggregationSets,menr,Normalized arithmetic mean,3,active,1.0.0,2.0.0,,
otherAggrSet_ngmn,otherAggrSet,aggregationSets,ngmn,Normalized geometric mean,4,active,1.0.0,2.0.0,,
otherAggrSet_lowerCI95,otherAggrSet,aggregationSets,lowerCI95,Lower limit of a 95% confidence interval,5,active,2.0.0,2.0.0,,
otherAggrSet_floMean,otherAggrSet,aggregationSets,floMean,Flow-normalized mean,6,active,2.0.0,2.0.0,,
otherAggrSet_gmn,otherAggrSet,aggregationSets,gmn,Geometric mean,7,active,2.0.0,2.0.0,,
otherAggrSet_minVal,otherAggrSet,aggregationSets,minVal,Minimum value,8,active,2.0.0,2.0.0,,
otherAggrSet_maxVal,otherAggrSet,aggregationSets,maxVal,Maximum value,9,active,2.0.0,2.0.0,,
otherAggrSet_me,otherAggrSet,aggregationSets,me,Arithmetic mean,10,active,2.0.0,2.0.0,,
otherAggrSet_med,otherAggrSet,aggregationSets,med,Median,11,active,2.0.0,2.0.0,,
otherAggrSet_naAggr,otherAggrSet,aggregationSets,naAggr,Aggregation not applicable,14,active,2.0.0,2.0.0,,
otherAggrSet_sd,otherAggrSet,aggregationSets,sd,Standard deviation,15,active,2.0.0,2.0.0,,
otherAggrSet_sin,otherAggrSet,aggregationSets,sin,Single,16,active,2.0.0,2.0.0,,
otherAggrSet_hAg,otherAggrSet,aggregationSets,hAg,See Header for Aggregation,17,active,3.0.0,3.0.0,,
otherAggrSet_stEr,otherAggrSet,aggregationSets,stEr,Standard Error,18,active,3.0.0,3.0.0,,
otherAggrSet_cuCo,otherAggrSet,aggregationSets,cuCo,Cumulative count,19,active,3.0.0,3.0.0,,
otherAggrSet_daiCo,otherAggrSet,aggregationSets,daiCo,Daily count,20,active,3.0.0,3.0.0,,
otherAggrSet_epiMean,otherAggrSet,aggregationSets,epiMean,EpiWeek Mean,21,active,3.0.0,3.0.0,,
otherAggrSet_sum14,otherAggrSet,aggregationSets,sum14,Rolling sum of previous 14 days,22,active,3.0.0,3.0.0,,
otherAggrSet_total,otherAggrSet,aggregationSets,total,Total amount or count - the sum,23,active,3.0.0,3.0.0,,
otherReportTableSet_polygons,otherReportTableSet,dictSets,polygons,Polygon table,1,active,2.0.0,2.0.0,,
otherReportTableSet_datasets,otherReportTableSet,dictSets,datasets,Dataset table,2,active,2.0.0,2.0.0,,
outbreakSet_outbEnd,outbreakSet,mmaSets,outbEnd,End of Outbreak,1,active,2.0.0,3.0.0,,
outbreakSet_outbOngoing,outbreakSet,mmaSets,outbOngoing,Outbreak - on-going,2,active,2.0.0,3.0.0,,
outbreakSet_outbStart,outbreakSet,mmaSets,outbStart,Declared outbreak or Outbreak start,3,active,2.0.0,3.0.0,,
outbreakSet_phEmerg,outbreakSet,mmaSets,phEmerg,Public health emergency (outbreak),4,active,3.0.0,3.0.0,,
pcrActSet_rt,pcrActSet,mmaSets,rt,reverse transcription,1,active,2.0.0,2.0.0,,
pcrActSet_pAct,pcrActSet,mmaSets,pAct,polymerase activation,2,active,2.0.0,3.0.0,updated partID,
pcrActSet_denat,pcrActSet,mmaSets,denat,denaturation,3,active,2.0.0,2.0.0,,
pcrActSet_anneal,pcrActSet,mmaSets,anneal,annealing/extension,4,active,2.0.0,2.0.0,,
pcrQualitySet_flagAI,pcrQualitySet,qualityIndSets,flagAI,AI - Inhibition present but addressed,1,active,2.0.0,2.0.0,,
pcrQualitySet_flagB,pcrQualitySet,qualityIndSets,flagB,B - Trace levels of contamination,2,active,2.0.0,2.0.0,,
pcrQualitySet_expFail,pcrQualitySet,qualityIndSets,expFail,Experiment Failed,3,active,2.0.0,2.0.0,,
pcrQualitySet_flagFI,pcrQualitySet,qualityIndSets,flagFI,FI - Inhibition present and unaddressed,4,active,2.0.0,2.0.0,,
pcrQualitySet_flagJ,pcrQualitySet,qualityIndSets,flagJ,J - Weak signal extrapolation,5,active,2.0.0,2.0.0,,
pcrQualitySet_flagND,pcrQualitySet,qualityIndSets,flagND,ND - Non-detect,6,active,2.0.0,2.0.0,,
pcrQualitySet_noConcern,pcrQualitySet,qualityIndSets,noConcern,No quality concerns,7,active,2.0.0,2.0.0,,
pcrQualitySet_flagUJ,pcrQualitySet,qualityIndSets,flagUJ,UJ - Trace signal extrapolation,8,active,2.0.0,2.0.0,,
pcrQualitySet_flagUQ,pcrQualitySet,qualityIndSets,flagUQ,UQ - Unquantifiable,9,active,2.0.0,2.0.0,,
pcrQualitySet_oor,pcrQualitySet,qualityIndSets,oor,Value out of range,10,active,2.0.0,2.0.0,,
pcrQualitySet_out,pcrQualitySet,qualityIndSets,out,Value is an outlier,11,active,2.0.0,2.0.0,,
pcrQualitySet_beLOD,pcrQualitySet,qualityIndSets,beLOD,Below LOD,12,active,2.2.0,2.2.0,,
pcrQualitySet_ntcAmp,pcrQualitySet,qualityIndSets,ntcAmp,NTC Amplification Detected,13,active,2.2.0,2.2.0,,
pcrQualitySet_belowLOQ,pcrQualitySet,qualityIndSets,belowLOQ,Measured levels below LOQ,14,active,3.0.0,3.0.0,,
pcrSet_bioRadDdpcr,pcrSet,mmaSets,bioRadDdpcr,Digital droplet emulsification PCR,1,active,2.0.0,2.0.0,,
pcrSet_fluiDpcr,pcrSet,mmaSets,fluiDpcr,Fluidigm digital PCR,2,active,2.0.0,2.0.0,,
pcrSet_ltDpcr,pcrSet,mmaSets,ltDpcr,Life technologies digital PCR,3,active,2.0.0,2.0.0,,
pcrSet_qgDpcr,pcrSet,mmaSets,qgDpcr,qiagen digital PCR,4,active,2.0.0,2.0.0,,
pcrSet_qpcr,pcrSet,mmaSets,qpcr,Quantitative Real-Time PCR,5,active,2.0.0,2.0.0,,
pcrSet_rainDpcr,pcrSet,mmaSets,rainDpcr,Raindance digital PCR,6,active,2.0.0,2.0.0,,
pcrSet_sinProbeOne,pcrSet,mmaSets,sinProbeOne,"Singleplex, probe-based, one-step RT-qPCR",7,active,2.2.0,2.2.0,,
pcrSet_dpcr,pcrSet,mmaSets,dpcr,Digital PCR (dPCR),8,active,2.2.0,2.2.0,,
pcrSet_ddpcr,pcrSet,mmaSets,ddpcr,Digital Droplet PCR (ddPCR),9,active,2.2.0,2.2.0,,
percentUnitSet_perc,percentUnitSet,unitSets,perc,Percent,1,active,3.0.0,3.0.0,,
percentUnitSet_hUn,percentUnitSet,unitSets,hUn,See Header for Unit,2,active,3.0.0,3.0.0,,
phAdviseSet_travWa,phAdviseSet,mmaSets,travWa,Travel warning,1,active,3.0.0,3.0.0,,
phAdviseSet_travBa,phAdviseSet,mmaSets,travBa,Travel ban,2,active,3.0.0,3.0.0,,
phAdviseSet_maskRec,phAdviseSet,mmaSets,maskRec,Mask recommendation,3,active,3.0.0,3.0.0,,
phAdviseSet_quarRec,phAdviseSet,mmaSets,quarRec,Quarantine recommendation,4,active,3.0.0,3.0.0,,
phAdviseSet_handHygAdv,phAdviseSet,mmaSets,handHygAdv,Hand hygiene advisory,5,active,3.0.0,3.0.0,,
phAdviseSet_vaxSched,phAdviseSet,mmaSets,vaxSched,Change to Vaccine Schedule,6,active,3.0.0,3.0.0,,
polySiSpecimenSet_poly,polySiSpecimenSet,specimenSets,poly,Polygon,1,active,3.0.0,3.0.0,,
polySiSpecimenSet_sit,polySiSpecimenSet,specimenSets,sit,Site,2,active,3.0.0,3.0.0,,
polySpecimenSet_poly,polySpecimenSet,specimenSets,poly,Polygon,1,active,3.0.0,3.0.0,,
