sampleDate,siteID,siteName,reportDate,covN1_nPMMoV_meanMnNr,covN1_nPMMoV_sdNr,covN2_nPMMoV_meanMnNr,covN2_nPMMoV_sdNr,nPPMoV_Ct_mean,qualityFlag,testB117,detectB117,fractionB117,fractionB117_sd,N1_N2_avg_L,viral_confidence
2021-04-13,BMI,CSC-BMI,,0.00002,0,0,0,0,TRUE,,,,,0,FALSE
2021-04-14,BMI,CSC-BMI,,0.00057,0.00016,0.00036,0.00012,NA,FALSE,TRUE,FALSE,,,24861.67321,TRUE
2021-04-17,BMI,CSC-BMI,,0.00006,0,0.00002,0,NA,FALSE,,,,,1764.574249,TRUE
2021-04-20,BMI,CSC-BMI,,0.00005,0.00003,0.00003,NA,NA,FALSE,,,,,1735.189869,TRUE
2021-04-21,BMI,CSC-BMI,,0.0003,0.00012,0.00038,0.00016,NA,FALSE,,,,,15268.65667,TRUE
2021-04-24,BMI,CSC-BMI,,0.00026,0.00011,0.00034,0.00001,NA,FALSE,TRUE,FALSE,,,6275.436288,TRUE
2021-04-27,BMI,CSC-BMI,,0.00027,0.00009,0.00036,0.00002,NA,FALSE,,,,,38399.57008,TRUE
2021-04-28,BMI,CSC-BMI,,,,,,,FALSE,,,,,0,
2021-05-01,BMI,CSC-BMI,,0.00019,0.00007,0,0,0,TRUE,,,,,0,FALSE
2021-05-04,BMI,CSC-BMI,,0.00054,0.00035,0.00039,0.00011,NA,FALSE,,,,,25386.87273,TRUE
2021-05-05,BMI,CSC-BMI,,0.00042,0.00009,0.00033,0.00002,NA,FALSE,,,,,22845.40422,TRUE
2021-05-08,BMI,CSC-BMI,,0.0001,0.00001,0.00011,0.0001,NA,FALSE,,,,,2627.134946,TRUE
2021-05-11,BMI,CSC-BMI,,0.00014,0.00004,0.00021,0.00006,NA,FALSE,TRUE,FALSE,,,34088.98771,TRUE
2021-05-12,BMI,CSC-BMI,,0.00041,0.00006,0.00025,0.00012,NA,FALSE,,,,,47629.03114,TRUE
2021-05-15,BMI,CSC-BMI,,0.00029,0.00013,0.00006,0.00001,NA,FALSE,,,,,18133.89488,TRUE
2021-05-18,BMI,CSC-BMI,,0.01181,0.00023,0.01517,0.00097,NA,FALSE,TRUE,FALSE,,,708901.7981,TRUE
2021-01-01,MH,CSC-MH,,0.00111,0.00058,0.00056,0.00005,NA,FALSE,,,,,,
2021-01-02,MH,CSC-MH,,0.00738,0.00078,0.00455,0.00066,NA,FALSE,,,,,,
2021-01-04,MH,CSC-MH,,0.00087,0.00023,0.00053,0.00014,NA,FALSE,,,,,,
2021-01-05,MH,CSC-MH,,0.0004,0.00004,0.00054,0.00015,NA,FALSE,,,,,,
2021-01-07,MH,CSC-MH,,0.00101,0.00011,0.00073,0.00008,NA,FALSE,,,,,20096.85241,TRUE
2021-01-09,MH,CSC-MH,,0.00164,0.00009,0.00166,0.00026,NA,FALSE,,,,,13861.11566,TRUE
2021-01-12,MH,CSC-MH,,0.00151,0.00005,0.00135,0.0001,NA,FALSE,,,,,51783.78538,TRUE
2021-01-14,MH,CSC-MH,,0.00144,0.00031,0.00114,0.00008,NA,FALSE,,,,,11217.64019,TRUE
2021-01-16,MH,CSC-MH,,0.00045,0.00018,0.00011,0.0001,NA,FALSE,,,,,539.536,TRUE
2021-01-19,MH,CSC-MH,,0.00028,0.00001,0.00031,0.00022,NA,FALSE,,,,,6995.95661,TRUE
2021-01-21,MH,CSC-MH,,0.00993,0.00176,0.00978,0.0012,NA,FALSE,,,,,58643.08364,TRUE
2021-01-23,MH,CSC-MH,,0.00027,0.00002,0.00043,0.00017,NA,FALSE,,,,,7018.97554,TRUE
2021-01-26,MH,CSC-MH,,0.00037,0.00042,0.00035,0.00008,NA,FALSE,,,,,6574.83638,TRUE
2021-01-29,MH,CSC-MH,,0.00099,0.00021,0.00133,0.00028,NA,FALSE,,,,,25661.64436,TRUE
2021-01-30,MH,CSC-MH,,0.002,0.00028,0.00248,0.00004,NA,FALSE,,,,,67006.90301,TRUE
2021-02-02,MH,CSC-MH,,0.00846,0.00045,0.01136,0.00201,NA,FALSE,,,,,70922.05196,TRUE
2021-02-04,MH,CSC-MH,,0.00045,0.00017,0.00023,0.00005,NA,FALSE,,,,,5447.03672,TRUE
2021-02-06,MH,CSC-MH,,0.00857,0.00198,0.00539,0.00052,NA,FALSE,,,,,1721.80815,TRUE
2021-02-09,MH,CSC-MH,,0.00107,0.00043,0.00089,0.00059,NA,FALSE,,,,,1861.85016,TRUE
2021-02-11,MH,CSC-MH,,0.00051,0.00002,0.00064,0.00018,NA,FALSE,,,,,4813.79601,TRUE
2021-02-13,MH,CSC-MH,,0.00163,0.00009,0.00087,0.0002,NA,FALSE,,,,,875.26803,TRUE
2021-02-16,MH,CSC-MH,,0.00448,0.00138,0.00421,0.00139,NA,FALSE,,,,,4272.08321,TRUE
2021-02-18,MH,CSC-MH,,,,,,,FALSE,,,,,0,
2021-02-21,MH,CSC-MH,,0.00004,0,0.00002,0.00001,NA,FALSE,,,,,6737.97744,TRUE
2021-02-23,MH,CSC-MH,,0.00019,0.00004,0.00045,0.00003,NA,FALSE,,,,,2129.20554,TRUE
2021-02-25,MH,CSC-MH,,,,,,,FALSE,,,,,0,
2021-02-27,MH,CSC-MH,,0.00184,0.00037,0.00132,0.00061,NA,FALSE,,,,,3753.15359,TRUE
2021-03-02,MH,CSC-MH,,0.01726,0.00405,0.00723,0.00196,NA,FALSE,,,,,9666.88759,TRUE
2021-03-04,MH,CSC-MH,,0.00186,0.00238,0.00118,0.0009,NA,FALSE,,,,,2226.21657,TRUE
2021-03-06,MH,CSC-MH,,0.00069,0.00011,0.00052,0.00008,NA,FALSE,,,,,28561.89478,TRUE
2021-03-09,MH,CSC-MH,,0.00142,0.00022,0.00112,0.00011,NA,FALSE,,,,,26731.48552,TRUE
2021-03-11,MH,CSC-MH,,0.00034,0.00008,0.00031,0.00002,NA,FALSE,,,,,2641.84989,TRUE
2021-03-13,MH,CSC-MH,,0.00051,0.00004,0.00067,0.00008,NA,FALSE,,,,,6411.13756,TRUE
2021-03-16,MH,CSC-MH,,0.00044,0.0001,0.00038,0.0002,NA,FALSE,,,,,4717.92418,TRUE
2021-03-18,MH,CSC-MH,,,,,,,FALSE,,,,,0,
2021-03-20,MH,CSC-MH,,0.00014,0.00005,0.00003,NA,NA,FALSE,,,,,1455.946905,TRUE
2021-03-23,MH,CSC-MH,,0.00022,0.00017,0.00016,0.00009,NA,FALSE,,,,,2260.075394,TRUE
2021-03-25,MH,CSC-MH,,0.0002,NA,0.00025,0.00009,NA,FALSE,,,,,2054.734819,TRUE
2021-03-27,MH,CSC-MH,,0.00076,0.00005,0.00091,0.00041,NA,FALSE,,,,,2735.868806,TRUE
2021-03-30,MH,CSC-MH,,,,,,,FALSE,,,,,0,
2021-04-03,MH,CSC-MH,,0.00139,0.00027,0.00109,0.00035,NA,FALSE,,,,,41428.11181,TRUE
2021-04-06,MH,CSC-MH,,0.00024,0.00024,0.00026,0.00007,NA,FALSE,,,,,4112.023675,TRUE
2021-04-08,MH,CSC-MH,,0.00096,0.00067,0.00066,0.00005,NA,FALSE,,,,,6756.12847,TRUE
2021-04-10,MH,CSC-MH,,0.00016,NA,0.00041,NA,NA,FALSE,,,,,5708.387238,TRUE
2021-04-13,MH,CSC-MH,,0.00018,0.00001,0.00009,0.00002,NA,FALSE,,,,,12754.55648,TRUE
2021-04-14,MH,CSC-MH,,0.00152,0.00029,0.00138,0.00041,NA,FALSE,TRUE,FALSE,,,53699.70557,TRUE
2021-04-17,MH,CSC-MH,,0.00061,0.00011,0.0004,0.00023,NA,FALSE,,,,,18426.24919,TRUE
2021-04-20,MH,CSC-MH,,0.00003,0.00003,0.00001,NA,NA,FALSE,,,,,2650.100984,TRUE
2021-04-21,MH,CSC-MH,,0.00086,0.00042,0.0004,0.00009,NA,FALSE,TRUE,FALSE,,,9658.384564,TRUE
2021-04-24,MH,CSC-MH,,0.0004,NA,0.00018,NA,NA,FALSE,TRUE,FALSE,,,2739.397471,TRUE
2021-04-27,MH,CSC-MH,,0.0001,0,0,0,0,TRUE,TRUE,FALSE,,,0,FALSE
2021-04-28,MH,CSC-MH,,0.00038,0.00022,0.00037,0.00019,NA,FALSE,,,,,13364.11397,TRUE
2021-05-01,MH,CSC-MH,,0,0,0,0,0,TRUE,,,,,0,FALSE
2021-05-04,MH,CSC-MH,,0.00021,0.00004,0.00008,0.00001,NA,FALSE,TRUE,FALSE,,,6249.109078,TRUE
2021-05-05,MH,CSC-MH,,0.00018,0.00005,0.00021,0.00002,NA,FALSE,,,,,1874.427852,TRUE
2021-05-08,MH,CSC-MH,,0.00004,NA,0.00006,NA,NA,FALSE,TRUE,FALSE,,,2932.751938,TRUE
2021-05-11,MH,CSC-MH,,0,0,0,0,0,TRUE,,,,,0,FALSE
2021-05-12,MH,CSC-MH,,0.00316,0.0005,0.00278,0.00097,NA,FALSE,,,,,92629.83637,TRUE
2021-05-15,MH,CSC-MH,,0.00006,0.00003,0.00006,0.00003,NA,FALSE,,,,,7271.554827,TRUE
2021-05-18,MH,CSC-MH,,0.00012,0.00003,0.00009,0.00001,NA,FALSE,TRUE,FALSE,,,10726.08915,TRUE
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,, ,,,,,,,
