sampleDate,siteID,siteName,reportDate,covN1_nPMMoV_meanMnNr,covN1_nPMMoV_sdNr,covN2_nPMMoV_meanMnNr,covN2_nPMMoV_sdNr,nPPMoV_Ct_mean,qualityFlag,testB117,detectB117,fractionB117,fractionB117_sd,N1_N2_avg_L,viral_confidence
2021-01-07,Ottawa-1,Ottawa-ROPEC,2021-01-11,0.00043,0.00006,0.0003,0.00008,27.28,FALSE,FALSE,,,,970567.81,TRUE
2021-01-08,Ottawa-1,Ottawa-ROPEC,2021-01-11,0.00051,0.00007,0.0004,0.00009,27.267,FALSE,FALSE,,,,1473203.96,TRUE
2021-01-09,Ottawa-1,Ottawa-ROPEC,2021-01-11,0.00075,0.00008,0.0006,0.00011,27.827,FALSE,FALSE,,,,1581441,TRUE
2021-01-10,Ottawa-1,Ottawa-ROPEC,2021-01-12,0.00052,0.00011,0.00033,0.00013,27.936,FALSE,FALSE,,,,580606.56,TRUE
2021-01-11,Ottawa-1,Ottawa-ROPEC,2021-01-14,0.00087,0.00012,0.00054,0.00016,29.378,FALSE,FALSE,,,,225398.76,TRUE
2021-01-12,Ottawa-1,Ottawa-ROPEC,2021-01-14,0.00038,0.00013,0.00056,0.00008,28.127,FALSE,FALSE,,,,305766.21,TRUE
2021-01-13,Ottawa-1,Ottawa-ROPEC,2021-01-15,0.00062,0.00011,0.00013,0.00053,27.114,FALSE,FALSE,,,,1549642.43,TRUE
2021-01-14,Ottawa-1,Ottawa-ROPEC,2021-01-18,0.00047,0.00014,0.00021,0.00009,28.327,FALSE,FALSE,,,,278440.77,TRUE
2021-01-15,Ottawa-1,Ottawa-ROPEC,2021-01-18,0.00051,0.00006,0.00065,0.0001,26.974,FALSE,FALSE,,,,4394129.23,TRUE
2021-01-16,Ottawa-1,Ottawa-ROPEC,2021-01-18,0.0006,0.00018,0.00061,0.00002,27.801,FALSE,FALSE,,,,1664459.55,TRUE
2021-01-17,Ottawa-1,Ottawa-ROPEC,2021-01-18,0.00077,0.00023,0.00086,0.00027,27.987,FALSE,FALSE,,,,1437769.39,TRUE
2021-01-18,Ottawa-1,Ottawa-ROPEC,2021-01-20,0.00036,0.00003,0.00018,0.00007,27.43,FALSE,FALSE,,,,822308.12,TRUE
2021-01-19,Ottawa-1,Ottawa-ROPEC,2021-01-21,0.00034,0.0001,0.00058,0.00012,27.212,FALSE,FALSE,,,,1099609.34,TRUE
2021-01-20,Ottawa-1,Ottawa-ROPEC,2021-01-22,0.0007,0.00024,0.00116,0.00031,29.055,FALSE,FALSE,,,,,TRUE
2021-01-21,Ottawa-1,Ottawa-ROPEC,2021-01-26,0.00044,0.00007,0.00025,0.00006,28.363,FALSE,FALSE,,,,701113.13,TRUE
2021-01-22,Ottawa-1,Ottawa-ROPEC,2021-01-26,0.00058,0.00016,0.00038,0.00009,28.26,FALSE,FALSE,,,,835380.66,TRUE
2021-01-23,Ottawa-1,Ottawa-ROPEC,2021-01-26,0.00033,0.00007,0.00021,0.00008,28.153,FALSE,FALSE,,,,535986.87,TRUE
2021-01-24,Ottawa-1,Ottawa-ROPEC,2021-01-26,0.00029,0.00002,0.00015,0.00007,27.472,FALSE,FALSE,,,,790119.79,TRUE
2021-01-25,Ottawa-1,Ottawa-ROPEC,2021-01-27,0.00019,0.00004,0.00074,0.00011,26.129,FALSE,FALSE,,,,1460373.1,TRUE
2021-01-26,Ottawa-1,Ottawa-ROPEC,2021-01-28,0.00041,0.0001,0.0002,0.00634,27.161,FALSE,FALSE,,,,624148.26,TRUE
2021-01-27,Ottawa-1,Ottawa-ROPEC,2021-02-01,0.00028,0.00005,0.00016,0.00003,26.768,FALSE,FALSE,,,,776863.52,TRUE
2021-01-28,Ottawa-1,Ottawa-ROPEC,2021-02-01,0.00031,0.00008,0.00037,0.00011,28.356,FALSE,FALSE,,,,702572.71,TRUE
2021-01-29,Ottawa-1,Ottawa-ROPEC,2021-02-01,0.00043,0.00003,0.00058,0.00007,27.418,FALSE,FALSE,,,,2068915.62,TRUE
2021-01-30,Ottawa-1,Ottawa-ROPEC,2021-02-01,0.0006,0.00008,0.00078,0.00011,27.671,FALSE,FALSE,,,,2545631.09,TRUE
2021-01-31,Ottawa-1,Ottawa-ROPEC,2021-02-02,0.00043,0.00008,0.00053,0.0003,28.201,FALSE,FALSE,,,,400768.15,TRUE
2021-02-01,Ottawa-1,Ottawa-ROPEC,2021-02-04,0.00016,0.00004,0.00033,0.00007,27.97,FALSE,FALSE,,,,494700.34,TRUE
2021-02-02,Ottawa-1,Ottawa-ROPEC,2021-02-04,0.00018,0.00003,0.00015,0.00002,26.694,FALSE,FALSE,,,,679961.28,TRUE
2021-02-03,Ottawa-1,Ottawa-ROPEC,2021-02-08,0.00055,0.00027,0.00053,0.00024,27.065,FALSE,FALSE,,,,586585.27,TRUE
2021-02-04,Ottawa-1,Ottawa-ROPEC,2021-02-08,0.00031,0.00004,0.00026,0.00013,26.774,FALSE,FALSE,,,,670434.48,TRUE
2021-02-05,Ottawa-1,Ottawa-ROPEC,2021-02-08,0.00039,0.00009,0.00045,0.00006,27.688,FALSE,FALSE,,,,458963.28,TRUE
2021-02-06,Ottawa-1,Ottawa-ROPEC,2021-02-08,0.00035,0.00017,0.00033,0.00014,27.916,FALSE,FALSE,,,,366230.92,TRUE
2021-02-07,Ottawa-1,Ottawa-ROPEC,2021-02-09,0.00042,0.00003,0.00039,0.00008,27.1,FALSE,FALSE,,,,641382.38,TRUE
2021-02-08,Ottawa-1,Ottawa-ROPEC,2021-02-09,0.0002,0.00002,0.00026,0.00004,26.909,FALSE,FALSE,,,,450983.61,TRUE
2021-02-09,Ottawa-1,Ottawa-ROPEC,2021-02-14,,,,,,,,,,,,
2021-02-10,Ottawa-1,Ottawa-ROPEC,2021-02-14,0.00011,0.00004,0.00012,0.00004,26.365,FALSE,FALSE,,,,509027.4,TRUE
2021-02-11,Ottawa-1,Ottawa-ROPEC,2021-02-15,0.0002,0.00004,0.00018,0.00003,27.227,FALSE,FALSE,,,,556240.44,TRUE
2021-02-12,Ottawa-1,Ottawa-ROPEC,2021-02-15,0.00051,0.00012,0.00035,0.00006,28.02,FALSE,FALSE,,,,703613.57,TRUE
2021-02-13,Ottawa-1,Ottawa-ROPEC,2021-02-15,0.00033,0.00006,0.00037,0.00002,26.767,FALSE,FALSE,,,,1608235.4,TRUE
2021-02-14,Ottawa-1,Ottawa-ROPEC,2021-02-19,0.00037,0.00003,0.00033,0.00003,28.133,FALSE,FALSE,,,,527419.52,TRUE
2021-02-15,Ottawa-1,Ottawa-ROPEC,2021-02-19,0.00017,0.00005,0.00017,0.00007,27.86,FALSE,FALSE,,,,304983.95,TRUE
2021-02-16,Ottawa-1,Ottawa-ROPEC,2021-02-19,0.00023,0.00003,0.00023,0.00005,27.294,FALSE,FALSE,,,,640548.95,TRUE
2021-02-17,Ottawa-1,Ottawa-ROPEC,2021-02-19,0.00032,0.00006,0.00022,0.00006,28.616,FALSE,FALSE,,,,283035.97,TRUE
2021-02-18,Ottawa-1,Ottawa-ROPEC,2021-02-22,0.00022,0.00004,0.00028,0.00005,27.448,FALSE,FALSE,,,,746760.21,TRUE
2021-02-19,Ottawa-1,Ottawa-ROPEC,2021-02-22,0.00025,0.00004,0.00022,0.00009,28.063,FALSE,FALSE,,,,417112.77,TRUE
2021-02-20,Ottawa-1,Ottawa-ROPEC,2021-02-22,0.00024,0.00004,0.00028,0.00005,26.958,FALSE,FALSE,,,,1033441.02,TRUE
2021-02-21,Ottawa-1,Ottawa-ROPEC,2021-02-24,0.00022,0.00006,0.00017,0.00003,28.394,FALSE,TRUE,FALSE,,,277797.73,TRUE
2021-02-22,Ottawa-1,Ottawa-ROPEC,2021-02-24,0.00033,0.0001,0.00032,0.00014,27.602,FALSE,FALSE,,,,562184.47,TRUE
2021-02-23,Ottawa-1,Ottawa-ROPEC,2021-02-25,0.00035,0.00008,0.00029,0.00009,30.357,FALSE,TRUE,FALSE,,,642413.29,TRUE
2021-02-24,Ottawa-1,Ottawa-ROPEC,2021-02-26,0.00035,0.00002,0.00038,0.00009,28.758,FALSE,FALSE,,,,283007.37,TRUE
2021-02-25,Ottawa-1,Ottawa-ROPEC,2021-03-01,,,,,,,,,,,,
2021-02-26,Ottawa-1,Ottawa-ROPEC,2021-03-01,0.00029,0.00008,0.00022,0.00005,27.504,FALSE,TRUE,FALSE,,,834525.4,TRUE
2021-02-27,Ottawa-1,Ottawa-ROPEC,2021-03-01,0.00043,0.00007,0.00048,0.00004,27.426,FALSE,FALSE,,,,1592445.13,TRUE
2021-02-28,Ottawa-1,Ottawa-ROPEC,2021-03-03,0.00092,0.0002,0.00067,0.00008,27.067,FALSE,TRUE,FALSE,,,1797853.42,TRUE
2021-03-01,Ottawa-1,Ottawa-ROPEC,2021-03-03,0.00049,0.00009,0.00044,0.00007,26.368,FALSE,FALSE,,,,1926568.4,TRUE
2021-03-02,Ottawa-1,Ottawa-ROPEC,2021-03-04,0.001,0.00012,0.00055,0.00005,26.82,FALSE,TRUE,TRUE,0.217152075,0.109900828,3017673.67,TRUE
2021-03-03,Ottawa-1,Ottawa-ROPEC,2021-03-05,0.0012,0.00021,0.00048,0.00014,26.746,FALSE,FALSE,,,,3402019.27,TRUE
2021-03-04,Ottawa-1,Ottawa-ROPEC,2021-03-08,,,,,,,,,,,,
2021-03-05,Ottawa-1,Ottawa-ROPEC,2021-03-08,0.00058,0.00005,0.00034,0.0004,27.41,FALSE,TRUE,FALSE,,,1779454.19,TRUE
2021-03-06,Ottawa-1,Ottawa-ROPEC,2021-03-08,0.00058,0.0001,0.00061,0.00006,27.411,FALSE,FALSE,,,,1750383.69,TRUE
2021-03-07,Ottawa-1,Ottawa-ROPEC,2021-03-09,0.00081,0.00018,0.00025,0.00012,26.227,FALSE,FALSE,,,,1170091.59,FALSE
2021-03-08,Ottawa-1,Ottawa-ROPEC,2021-03-10,0.00052,0.00011,0.00022,0.00009,27.861,FALSE,FALSE,,,,812259.67,TRUE
2021-03-09,Ottawa-1,Ottawa-ROPEC,2021-03-11,0.00013,0.00002,0.00009,0.00003,26.613,FALSE,TRUE,FALSE,,,523245.87,FALSE
2021-03-10,Ottawa-1,Ottawa-ROPEC,2021-03-15,0.00232,0.00028,0.00209,0.00009,27.372,FALSE,TRUE,FALSE,,,5186707.3,TRUE
2021-03-11,Ottawa-1,Ottawa-ROPEC,2021-03-15,0.00012,0.00001,0.0002,0.00004,27.846,TRUE,FALSE,,,,341942.32,TRUE
2021-03-12,Ottawa-1,Ottawa-ROPEC,2021-03-15,0.00011,0.00003,0.00011,0.00003,26.687,TRUE,FALSE,,,,458257.13,TRUE
2021-03-13,Ottawa-1,Ottawa-ROPEC,2021-03-15,0.00013,0.00003,0.0001,0.00002,26.353,TRUE,FALSE,,,,698843.1,TRUE
2021-03-14,Ottawa-1,Ottawa-ROPEC,2021-03-16,0.00078,0.00024,0.00052,0.00026,27.48,FALSE,FALSE,,,,1024207.08,TRUE
2021-03-15,Ottawa-1,Ottawa-ROPEC,2021-03-17,0.00081,0.00035,0.00092,0.00027,27.231,FALSE,FALSE,,,,1928570.12,TRUE
2021-03-16,Ottawa-1,Ottawa-ROPEC,2021-03-18,0.00044,0.00008,0.00034,0.00001,27.322,FALSE,TRUE,FALSE,,,2278581.18,FALSE
2021-03-17,Ottawa-1,Ottawa-ROPEC,2021-03-19,0.00028,0.00006,0.00025,0.00002,27.391,FALSE,FALSE,,,,815703.95,FALSE
2021-03-18,Ottawa-1,Ottawa-ROPEC,2021-03-23,0.00008,0.00002,0.00006,0.00001,26.469,TRUE,TRUE,TRUE,0.098164147,0.07902621,379819.86,FALSE
2021-03-19,Ottawa-1,Ottawa-ROPEC,2021-03-23,0.00006,0.00002,0.00004,0.00001,26.303,TRUE,FALSE,,,,294531.45,FALSE
2021-03-20,Ottawa-1,Ottawa-ROPEC,2021-03-23,0.00007,0.00001,0.00004,0,26.549,TRUE,TRUE,FALSE,,,273388.12,FALSE
2021-03-21,Ottawa-1,Ottawa-ROPEC,2021-03-23,0.00007,0.00002,0.00006,0.00003,27.073,TRUE,TRUE,TRUE,0.222030357,0.1653325,212302.7,FALSE
2021-03-22,Ottawa-1,Ottawa-ROPEC,2021-03-25,0.00034,0.00003,0.00017,0.00005,27.73,FALSE,FALSE,,,,274806.89,FALSE
2021-03-23,Ottawa-1,Ottawa-ROPEC,2021-03-25,0.00013,0.00001,0.00006,0.00001,28.093,FALSE,FALSE,,,,710321.05,FALSE
2021-03-24,Ottawa-1,Ottawa-ROPEC,2021-03-26,0.00054,0.00018,0.00066,0.00011,28.029,FALSE,TRUE,TRUE,0.457504123,0.33114588,1070008.91,FALSE
2021-03-25,Ottawa-1,Ottawa-ROPEC,2021-03-30,0.0001,0.00003,0.00015,0.00007,27.28,TRUE,FALSE,,,,395288.06,TRUE
2021-03-26,Ottawa-1,Ottawa-ROPEC,2021-03-30,0.00015,0.00004,0.00017,0.00008,27.303,TRUE,FALSE,,,,447568.29,TRUE
2021-03-27,Ottawa-1,Ottawa-ROPEC,2021-03-30,0.00019,0.00009,0.00019,0.00005,27.437,TRUE,FALSE,,,,559458.43,TRUE
2021-03-28,Ottawa-1,Ottawa-ROPEC,2021-03-30,0.00085,0.00017,0.00089,0.00015,27.559,FALSE,TRUE,TRUE,0.571239769,0.32964296,1738820.17,TRUE
2021-03-29,Ottawa-1,Ottawa-ROPEC,2021-03-31,0.00104,0.0001,0.00138,0.00024,27.496,FALSE,FALSE,,,,2219825,FALSE
2021-03-30,Ottawa-1,Ottawa-ROPEC,2021-04-01,0.00135,0.00008,0.00143,0.00005,26.705,FALSE,FALSE,,,,4437485.06,TRUE
2021-03-31,Ottawa-1,Ottawa-ROPEC,2021-04-03,0.00006,0.00001,0.00006,0.00002,27.488,TRUE,FALSE,,,,88179.74,TRUE
2021-04-01,Ottawa-1,Ottawa-ROPEC,2021-04-07,0.00091,0.00006,0.00079,0.00016,27.008,FALSE,TRUE,TRUE,0.827965593,0.3144396,2396936.83,TRUE
2021-04-02,Ottawa-1,Ottawa-ROPEC,2021-04-07,0.00116,0.00004,0.00126,0.00052,27.822,FALSE,TRUE,TRUE,0.519566515,0.46802136,2090404.54,TRUE
2021-04-03,Ottawa-1,Ottawa-ROPEC,2021-04-07,0.00126,0.00011,0.00204,0.00026,28.496,FALSE,TRUE,TRUE,0.56653967,0.39215573,1723032.48,TRUE
2021-04-04,Ottawa-1,Ottawa-ROPEC,2021-04-07,0.00139,0.00016,0.00146,0.00015,27.368,FALSE,TRUE,TRUE,0.509279824,0.46068504,3235385.01,TRUE
2021-04-05,Ottawa-1,Ottawa-ROPEC,2021-04-07,0.00228,0.00035,0.00268,0.00011,28.364,FALSE,FALSE,,,,2766419.91,TRUE
2021-04-06,Ottawa-1,Ottawa-ROPEC,2021-04-08,0.00118,0.00072,0.00093,0.00011,27.032,FALSE,FALSE,,,,1048779.85,TRUE
2021-04-07,Ottawa-1,Ottawa-ROPEC,2021-04-09,0.00071,0.0001,0.00062,0.00006,27.067,FALSE,FALSE,,,,1065618.54,TRUE
2021-04-08,Ottawa-1,Ottawa-ROPEC,2021-04-12,0.00093,0.00016,0.00114,0.00016,26.823,FALSE,TRUE,TRUE,0.714600977,0.37084076,2205120.35,TRUE
2021-04-09,Ottawa-1,Ottawa-ROPEC,2021-04-13,0.00056,0.00001,0.00055,0.00013,27.523,FALSE,FALSE,,,,1018161.11,TRUE
2021-04-10,Ottawa-1,Ottawa-ROPEC,2021-04-13,0.00046,0.00005,0.00031,0.00005,27.37,FALSE,FALSE,,,,917613.31,TRUE
2021-04-11,Ottawa-1,Ottawa-ROPEC,2021-04-13,0.0005,0.00002,0.00052,0.00009,27.442,FALSE,TRUE,TRUE,0.735073435,0.319424353,1131407.88,TRUE
2021-04-12,Ottawa-1,Ottawa-ROPEC,2021-04-14,0.0008,0.00012,0.00085,0.00014,27.137,FALSE,TRUE,TRUE,0.971542274,0.494151474,1877463.64,TRUE
2021-04-13,Ottawa-1,Ottawa-ROPEC,2021-04-15,0.00087,0.00015,0.00052,0.00002,26.9,FALSE,TRUE,TRUE,0.947124683,0.409028984,2067862.03,TRUE
2021-04-14,Ottawa-1,Ottawa-ROPEC,2021-04-19,,,,,,,,,,,,
2021-04-15,Ottawa-1,Ottawa-ROPEC,2021-04-19,0.00129,0.00002,0.00147,0.00035,26.099,FALSE,FALSE,,,,3112973.24,TRUE
2021-04-16,Ottawa-1,Ottawa-ROPEC,2021-04-19,0.00058,0.00012,0.0004,0.00003,27.3,FALSE,TRUE,TRUE,0.555331173,0.2046976,1347214.16,TRUE
2021-04-17,Ottawa-1,Ottawa-ROPEC,2021-04-19,0.00066,0.00005,0.00048,0.00003,27.324,FALSE,FALSE,,,,1447625.71,TRUE
2021-04-18,Ottawa-1,Ottawa-ROPEC,2021-04-20,0.00049,0.00004,0.0006,0.00004,27.34,FALSE,TRUE,TRUE,0.765535407,0.382728777,1242054.32,TRUE
2021-04-19,Ottawa-1,Ottawa-ROPEC,2021-04-21,0.00089,0.00003,0.00091,0.00019,27.131,FALSE,FALSE,,,,1748586.58,TRUE
2021-04-20,Ottawa-1,Ottawa-ROPEC,2021-04-22,0.00061,0.00003,0.0006,0.0001,27.124,FALSE,TRUE,TRUE,1,0,1361063.18,TRUE
2021-04-21,Ottawa-1,Ottawa-ROPEC,2021-04-23,0.00045,0.00001,0.00047,0.00005,26.297,FALSE,TRUE,TRUE,0.987162686,0.656953215,2371647.49,TRUE
2021-04-22,Ottawa-1,Ottawa-ROPEC,2021-04-26,0.0007,0.00009,0.00081,0.00025,27.389,FALSE,FALSE,,,,1500242.9,TRUE
2021-04-23,Ottawa-1,Ottawa-ROPEC,2021-04-26,0.00057,0.00006,0.00067,0.00005,27.117,FALSE,TRUE,TRUE,0.668426274,0.216558311,1395241.52,TRUE
2021-04-24,Ottawa-1,Ottawa-ROPEC,2021-04-26,0.00064,0.00006,0.00046,0.00003,26.553,FALSE,FALSE,,,,1954530.34,TRUE
2021-04-25,Ottawa-1,Ottawa-ROPEC,2021-04-28,0.00053,0.00013,0.00049,0.00019,27.677,FALSE,TRUE,TRUE,0.693419159,0.40461486,649698.84,TRUE
2021-04-26,Ottawa-1,Ottawa-ROPEC,2021-04-28,0.00068,0.00012,0.00064,0.0001,27.41,FALSE,TRUE,TRUE,0.608668975,0.309046263,1158786.62,TRUE
2021-04-27,Ottawa-1,Ottawa-ROPEC,2021-04-29,0.00034,0.00008,0.00031,0.00011,25.348,FALSE,TRUE,TRUE,1,0,927500.12,TRUE
2021-04-28,Ottawa-1,Ottawa-ROPEC,2021-04-30,0.00062,0.00031,0.00039,0.00006,26.99,FALSE,TRUE,TRUE,0.731135523,0.222667914,1115045.53,TRUE
2021-04-29,Ottawa-1,Ottawa-ROPEC,2021-05-03,0.00024,0.00006,0.00024,0.00009,26.683,FALSE,FALSE,,,,720902.16,TRUE
2021-04-30,Ottawa-1,Ottawa-ROPEC,2021-05-03,0.00043,0.00007,0.00062,0.00012,26.784,FALSE,FALSE,,,,1529971.85,TRUE
2021-05-01,Ottawa-1,Ottawa-ROPEC,2021-05-03,0.00063,0.00005,0.00075,0.00022,27.223,FALSE,TRUE,TRUE,0.815656577,0.531145342,1734688.52,TRUE
2021-05-03,Ottawa-1,Ottawa-ROPEC,2021-05-05,0.00076,0.00022,0.00052,0.00008,28.037,FALSE,FALSE,,,,868012.31,TRUE
2021-05-04,Ottawa-1,Ottawa-ROPEC,2021-05-06,0.00063,0.00012,0.00055,0.00017,27.715,FALSE,TRUE,TRUE,0.661582241,0.25174345,1088252.18,TRUE
2021-05-05,Ottawa-1,Ottawa-ROPEC,2021-05-07,0.00023,0.00002,0.00027,0.00008,26.337,FALSE,TRUE,TRUE,0.844641516,0.363103795,978709.83,TRUE
2021-05-06,Ottawa-1,Ottawa-ROPEC,2021-05-10,0.00054,0.0001,0.00047,0.00013,27.32,FALSE,FALSE,,,,1480067.91,TRUE
2021-05-07,Ottawa-1,Ottawa-ROPEC,2021-05-10,0.00052,0.00002,0.00036,0.00001,27.208,FALSE,TRUE,TRUE,0.781680356,0.349974191,1250444.04,TRUE
2021-05-08,Ottawa-1,Ottawa-ROPEC,2021-05-10,0.00056,0.00007,0.00052,0.00012,27.657,FALSE,FALSE,,,,1396963.1,TRUE
2021-05-09,Ottawa-1,Ottawa-ROPEC,2021-05-11,0.00045,0.00013,0.00045,0.00012,28.005,FALSE,FALSE,,,,713474.04,TRUE
2021-05-10,Ottawa-1,Ottawa-ROPEC,2021-05-12,0.00055,0.00009,0.00063,0.00023,27.67,FALSE,FALSE,,,,1207961.88,TRUE
2021-05-11,Ottawa-1,Ottawa-ROPEC,2021-05-14,0.00051,0.00006,0.00044,0.00011,27.369,FALSE,TRUE,TRUE,0.576930965,0.374254555,1474197.84,TRUE
2021-05-12,Ottawa-1,Ottawa-ROPEC,2021-05-14,0.00019,0.00004,0.00018,0.00004,25.954,FALSE,TRUE,TRUE,0.816089012,0.590979332,1259626.99,TRUE
2021-05-13,Ottawa-1,Ottawa-ROPEC,2021-05-17,0.00067,0.00004,0.00059,0.00017,27.774,FALSE,FALSE,,,,1085054.18,TRUE
2021-05-14,Ottawa-1,Ottawa-ROPEC,2021-05-17,0.00033,0.00007,0.00023,0.00002,27.037,FALSE,FALSE,,,,1142104.71,TRUE
2021-05-15,Ottawa-1,Ottawa-ROPEC,2021-05-17,0.00029,0.00001,0.00016,0.00002,27.131,FALSE,FALSE,,,,940195.3,TRUE
2021-05-16,Ottawa-1,Ottawa-ROPEC,2021-05-18,0.00025,0.00003,0.00031,0.00005,27.703,FALSE,FALSE,,,,839780.64,TRUE
2021-05-17,Ottawa-1,Ottawa-ROPEC,2021-05-19,0.00023,0.00005,0.00021,0.00001,27.04,FALSE,FALSE,,,,780117.46,TRUE
2021-05-18,Ottawa-1,Ottawa-ROPEC,2021-05-20,0.00026,0.00003,0.00029,0.00002,26.723,FALSE,FALSE,,,,536825.03,TRUE
2021-05-19,Ottawa-1,Ottawa-ROPEC,2021-05-21,0.00017,0.00001,0.00015,0.00003,26.459,FALSE,FALSE,,,,769920.03,TRUE
2021-01-01,BMI,CSC-BMI,,0.00031,0.00002,0.00028,0.00003,27.16,FALSE,,,,,,
2021-01-02,BMI,CSC-BMI,,0.00281,0.00069,0.0028,0.00035,29.74,FALSE,,,,,,
2021-01-04,BMI,CSC-BMI,,0.00673,0.00225,0.007,0.0012,31.31,FALSE,,,,,,
2021-01-05,BMI,CSC-BMI,,0.00121,0.00079,0.00058,0.00015,31.22,FALSE,,,,,,
2021-01-07,BMI,CSC-BMI,,0.00061,0.00009,0.00037,0.00007,29.63,FALSE,,,,,,
2021-01-07,BMI,CSC-BMI,,0.00063,0.00013,0.00034,0.00009,29.17,FALSE,,,,,3648.530168,TRUE
2021-01-07,BMI,CSC-BMI,,0.00039,0.0002,0.00015,0.00013,28.42,FALSE,,,,,136.9563259,TRUE
2021-01-08,BMI,CSC-BMI,,0.00499,0.00034,0.00444,0.00015,29.66,FALSE,,,,,20234.52084,TRUE
2021-01-09,BMI,CSC-BMI,,0.00084,0.00023,0.00089,0.00046,29.85,FALSE,,,,,7226.819182,TRUE
2021-01-12,BMI,CSC-BMI,,0.00796,0.00055,0.00591,0.00067,29.07,FALSE,,,,,171506.004,TRUE
2021-01-14,BMI,CSC-BMI,,0.0004,0.00014,0.00046,0.00016,NA,FALSE,,,,,8019.568685,TRUE
2021-01-16,BMI,CSC-BMI,,0.00098,0.00046,0.00047,0.00013,NA,FALSE,,,,,4808.410749,TRUE
2021-01-19,BMI,CSC-BMI,,0.00032,0.00015,0.00065,0.00027,NA,FALSE,,,,,7701.104312,TRUE
2021-01-21,BMI,CSC-BMI,,0.14474,0.00529,0.20719,0.01402,NA,FALSE,,,,,861796.8268,TRUE
2021-01-23,BMI,CSC-BMI,,0.00128,0.0002,0.00073,0.00058,NA,FALSE,,,,,6847.208925,TRUE
2021-01-26,BMI,CSC-BMI,,0,0,0,0,0,FALSE,,,,,0,
2021-01-29,BMI,CSC-BMI,,0.0025,0.00023,0.00503,0.00071,NA,FALSE,,,,,172870.5712,TRUE
2021-01-30,BMI,CSC-BMI,,0.00069,0.00011,0.00067,0.00017,NA,FALSE,,,,,53010.88803,TRUE
2021-02-02,BMI,CSC-BMI,,0.00047,0.00018,0.00085,0.00012,NA,FALSE,,,,,10887.34636,TRUE
2021-02-04,BMI,CSC-BMI,,0.00085,0.00057,0.00045,0.00009,NA,FALSE,,,,,6418.831259,TRUE
2021-02-06,BMI,CSC-BMI,,0.00185,0.0011,0.00197,0.00069,NA,FALSE,,,,,10937.00778,TRUE
2021-02-09,BMI,CSC-BMI,,0.00088,0.00011,0.00105,0.00019,NA,FALSE,,,,,7977.864253,TRUE
2021-02-11,BMI,CSC-BMI,,0.00083,0.00015,0.00075,0.00002,NA,FALSE,,,,,1299.73239,TRUE
2021-02-13,BMI,CSC-BMI,,0.00257,0.00184,0.00083,0.0006,NA,FALSE,,,,,3194.50871,TRUE
2021-02-16,BMI,CSC-BMI,,0.00241,0.0003,0.00334,0.00033,NA,FALSE,,,,,8654.941746,TRUE
2021-02-18,BMI,CSC-BMI,,0.00009,0.00003,0.00023,0.00006,NA,FALSE,,,,,166.2689835,TRUE
2021-02-21,BMI,CSC-BMI,,0.00005,0.00001,0.00002,0.00001,NA,FALSE,,,,,3601.381557,TRUE
2021-02-23,BMI,CSC-BMI,,0.00041,0.00004,0.00088,0.00038,NA,FALSE,,,,,2679.633577,TRUE
2021-02-25,BMI,CSC-BMI,,,,,,,FALSE,,,,,0,
2021-02-27,BMI,CSC-BMI,,0.00163,0.00051,0.00138,0.00062,NA,FALSE,,,,,8705.327709,TRUE
2021-03-02,BMI,CSC-BMI,,0.00603,0.00168,0.00204,0.00117,NA,FALSE,,,,,12754.80215,TRUE
2021-03-04,BMI,CSC-BMI,,0.00141,0.00034,0.00191,0.00037,NA,FALSE,,,,,15884.97229,TRUE
2021-03-06,BMI,CSC-BMI,,0,0,0.00011,0.00003,0,TRUE,,,,,0,FALSE
2021-03-09,BMI,CSC-BMI,,0.00032,0.00014,0.00045,0.00006,NA,FALSE,,,,,4086.283328,TRUE
2021-03-11,BMI,CSC-BMI,,0.00013,0.00005,0.00009,0.00004,NA,FALSE,,,,,3622.510463,TRUE
2021-03-13,BMI,CSC-BMI,,0.00076,0.00022,0.00054,0.0001,NA,FALSE,,,,,2241.010173,TRUE
2021-03-16,BMI,CSC-BMI,,0.00029,0.00006,0.00028,0.0001,NA,FALSE,,,,,1782.648391,TRUE
2021-03-18,BMI,CSC-BMI,,0.00041,0.0003,0.00087,0.00042,NA,FALSE,TRUE,FALSE,,,2858.671573,TRUE
2021-03-20,BMI,CSC-BMI,,,,,,,FALSE,,,,,0,
2021-03-23,BMI,CSC-BMI,,0.00014,0.00001,0,0,0,TRUE,,,,,0,FALSE
2021-03-25,BMI,CSC-BMI,,0.00029,0.00005,0.00022,0.00006,NA,FALSE,,,,,674.5140226,TRUE
2021-03-27,BMI,CSC-BMI,,,,,,,FALSE,,,,,0,
2021-03-30,BMI,CSC-BMI,,0,0,0.00059,0.00024,0,TRUE,,,,,0,FALSE
2021-04-03,BMI,CSC-BMI,,0.00022,NA,0.00086,0.00038,NA,FALSE,,,,,3456.16134,TRUE
2021-04-06,BMI,CSC-BMI,,0.00217,0.00049,0.002,0.00111,NA,FALSE,,,,,11002.88165,TRUE
2021-04-08,BMI,CSC-BMI,,0,0,0.00028,0.00009,0,TRUE,TRUE,FALSE,,,0,FALSE
2021-04-10,BMI,CSC-BMI,,0.00016,0.00004,0.00013,0.0001,NA,FALSE,,,,,2659.04808,TRUE
